OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;longueur;largeur;hauteur;Volume;Volume_Formule;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
354;1;353;;;;;2023/08/15 13:22:48.445;"{""Bc""}";5;P;15.8;4.2;0.6;39.816;#VALEUR!;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;8806;cp;2016;5;18500
355;1;354;;;;;2023/08/15 13:24:29.035;"{""Bc""}";5;P;9;1.8;0.7;11.34;#VALEUR!;2;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;8806;cp;2016;5;18500
356;1;355;;;;;2023/08/15 13:26:08.424;"{""Bc""}";5;M;6.6;1;0.5;3.3;#VALEUR!;1;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;8806;cp;2016;5;18500
357;1;356;;;;;2023/08/15 13:27:47.289;"{""Bc""}";5;P;9.8;2.6;0.7;17.836;#VALEUR!;2;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;8806;cp;2016;5;18500
358;1;357;;;;;2023/08/15 13:30:53.792;"{""Bc""}";5;P;9.6;2.4;0.4;9.216;#VALEUR!;1;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;8806;cp;2016;5;18000
359;1;358;;;;;2023/08/15 13:35:35.753;"{""Ch""}";5;M;10;2.5;1;25;#VALEUR!;2;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;8806;cp;2016;5;18500
360;1;359;;;;;2023/08/15 13:41:39.674;"{""Ch""}";2;P;10;1.5;0.5;7.5;#VALEUR!;1;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;8806;cp;2016;5;19000
361;1;360;;;;;2023/08/15 13:47:36.305;"{""Pl""}";5;M;35;8;2.9;812;#VALEUR!;2;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;8806;cp;2016;5;19000
362;1;361;;;;;2023/08/15 13:49:01.560;"{""Bc""}";20;M;16.5;16.5;1.3;353.925;#VALEUR!;3;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;8806;cp;2016;5;19000
363;1;362;;;;;2023/08/15 13:51:37.494;"{""Pl""}";5;D;17.5;2.4;2.1;88.2;#VALEUR!;2;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;8806;cp;2016;5;19000
364;1;363;;;;;2023/08/15 13:56:25.401;"{""Ch""}";10;P;20;5;1;100;100;2;50;30;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;8806;cp;2016;5;19000
365;1;364;;;;;2023/08/15 13:59:56.499;"{""Ch""}";5;P;10;2;1.2;24;#VALEUR!;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;8806;cp;2016;5;19500
366;1;365;;;;;2023/08/15 14:02:01.957;"{""Bc""}";5;M;26.6;3.4;0.8;72.352;#VALEUR!;2;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;8806;cp;2016;5;19500
367;1;366;;;;;2023/08/15 14:04:10.534;"{""Pl""}";5;M;25.4;3.4;0.7;60.452;#VALEUR!;2;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;8806;cp;2016;5;19500
368;1;367;;;;;2023/08/15 14:10:00.802;"{""Ch""}";5;P;11.5;0.8;0.8;7.36;#VALEUR!;1;90;5;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;8806;cp;2016;5;19500
369;1;368;;;;;2023/08/15 14:14:16.258;"{""Ch""}";5;M;7.3;1;1.5;10.95;#VALEUR!;2;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;8806;cp;2016;5;19500
370;1;369;;;;;2023/08/15 14:15:49.971;"{""Bc""}";10;P;3.6;10.3;0.4;14.832;#VALEUR!;1;85;5;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;8806;cp;2016;5;19500
371;1;370;;;;;2023/08/15 14:17:39.476;"{""Bc""}";20;M;1;10.1;0.3;3.03;#VALEUR!;1;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;8806;cp;2016;5;19500
372;1;371;;;;;2023/08/15 14:19:40.370;"{""Bc""}";10;M;8.5;2;0.4;6.8;#VALEUR!;1;80;10;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;8806;cp;2016;5;20000
373;1;372;;;;;2023/08/15 14:21:31.129;"{""Bc""}";10;M;16;8;0.8;102.4;#VALEUR!;3;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;8806;cp;2016;5;20000
374;1;373;;;;;2023/08/15 14:23:28.687;"{""Bc""}";10;M;4.4;7;1;30.8;#VALEUR!;3;85;10;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;8806;cp;2016;5;20000
375;1;374;;;;;2023/08/15 14:25:43.347;"{""Bc""}";20;M;20.4;4.5;0.7;64.26;#VALEUR!;3;80;15;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;8806;cp;2016;5;20000
376;1;375;;;;;2023/08/16 09:01:37.498;"{""Bc""}";2;M;23;3.2;0.4;29.44;#VALEUR!;2;40;50;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
377;1;376;;;;;2023/08/16 09:06:15.226;"{""Ch""}";5;M;150;50;4.5;33750;#VALEUR!;3;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
378;1;377;;;;;2023/08/16 09:09:58.253;"{""Bc""}";2;M;11.4;0.6;0.3;2.052;#VALEUR!;1;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
379;1;378;;;;;2023/08/16 09:11:54.857;"{""Bc""}";5;P;9.6;1.2;0.5;5.76;#VALEUR!;2;50;35;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
380;1;379;;;;;2023/08/16 09:13:46.148;"{""Bc""}";5;P;21;3.4;0.7;49.98;#VALEUR!;2;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
381;1;380;;;;;2023/08/16 09:15:53.803;"{""Bc""}";40;P;9.3;29;1;269.7;#VALEUR!;2;85;10;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
382;1;381;;;;;2023/08/16 09:17:23.730;"{""Bc""}";35;M;7.3;21.7;1;158.41;#VALEUR!;2;70;25;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
383;1;382;;;;;2023/08/16 09:19:05.320;"{""Ch""}";2;P;18;2.5;0.8;36;#VALEUR!;1;75;15;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
384;1;383;;;;;2023/08/16 09:21:00.157;"{""Bc""}";30;M;31;27;1;837;837;1;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;8806;cp;2016;5;24000
385;1;384;;;;;2023/08/16 09:30:34.399;"{""Ch""}";10;M;12;5;1;60;60;2;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;;8806;cp;2016;5;24500
386;1;385;;;;;2023/08/16 09:36:14.022;"{""Ch""}";10;P;4;13;1;52;52;2;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;8806;cp;2016;5;25000
387;1;386;;;;;2023/08/16 09:40:32.130;"{""Pl""}";1;D;18;5;2;180;180;3;50;35;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;8806;cp;2016;5;25000
388;1;387;;;;;2023/08/16 09:46:25.447;"{""Pl""}";5;M;30;20;4.5;2700;#VALEUR!;3;60;25;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;8806;cp;2016;5;25000
389;1;388;;;;;2023/08/16 09:51:12.262;"{""Bc""}";2;M;9;2;0.5;9;#VALEUR!;2;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;8806;cp;2016;5;25000
390;1;389;;;;;2023/08/16 10:07:00.952;"{""Ch""}";5;M;2.5;3;1;7.5;#VALEUR!;3;40;50;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
391;1;390;;;;;2023/08/16 10:10:31.006;"{""Ch""}";10;M;18;2.5;1;45;#VALEUR!;2;60;25;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
392;1;391;;;;;2023/08/16 10:13:49.624;"{""Ch""}";5;P;13;4;0.6;31.2;#VALEUR!;1;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
393;1;392;;;;;2023/08/16 10:20:49.802;"{""Ch""}";2;M;16.2;1.5;1.2;29.16;#VALEUR!;2;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
394;1;393;;;;;2023/08/16 10:23:56.955;"{""Ch""}";5;M;8;2.5;1;20;#VALEUR!;2;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
395;1;394;;;;;2023/08/16 10:30:50.552;"{""Ch""}";5;M;18.4;12;2;441.6;#VALEUR!;3;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
396;1;395;;;;;2023/08/16 10:36:01.681;"{""Ch""}";5;M;17.6;5.5;1.6;154.88;#VALEUR!;3;75;15;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
397;1;396;;;;;2023/08/16 10:40:46.085;"{""Bc""}";5;M;14.6;1.6;0.6;14.016;#VALEUR!;3;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
398;1;397;;;;;2023/08/16 10:42:32.803;"{""Bc""}";5;M;74;8;2;1184;1184;1;65;25;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
399;1;398;;;;;2023/08/16 10:45:49.463;"{""Bc""}";5;M;79;6.5;1.8;924.3;#VALEUR!;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
400;1;399;;;;;2023/08/16 10:50:45.534;"{""Pl""}";5;M;26.5;2.5;1.7;112.625;#VALEUR!;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
401;1;400;;;;;2023/08/16 10:53:43.609;"{""Bc""}";5;M;22;4.2;1;92.4;#VALEUR!;1;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
402;1;401;;;;;2023/08/16 10:55:56.434;"{""Bc""}";15;M;2.8;16;0.6;26.88;#VALEUR!;2;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
403;1;402;;;;;2023/08/16 10:57:56.079;"{""Bc""}";25;M;76;28;1.1;2340.8;#VALEUR!;2;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
404;1;403;;;;;2023/08/16 11:14:14.973;"{""Pl""}";2;D;21;8;4;672;672;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
405;1;404;;;;;2023/08/16 11:17:42.065;"{""Ch""}";10;M;6.5;12;1.6;124.8;#VALEUR!;1;60;35;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
406;1;405;;;;;2023/08/16 11:20:07.835;"{""Pl""}";10;M;15.5;2;0.8;24.8;#VALEUR!;2;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
407;1;406;;;;;2023/08/16 11:21:56.914;"{""Bc""}";15;M;2;18;0.7;25.2;#VALEUR!;1;80;15;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
408;1;407;;;;;2023/08/16 11:23:59.847;"{""Ch""}";25;M;14;15;1.7;357;#VALEUR!;3;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
409;1;408;;;;;2023/08/16 11:25:54.352;"{""Ch""}";15;M;4;12;0.7;33.6;#VALEUR!;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
410;1;409;;;;;2023/08/16 11:27:23.237;"{""Bc""}";5;M;6;10;0.5;30;#VALEUR!;2;85;10;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
411;1;410;;;;;2023/08/16 11:34:58.165;"{""Bc""}";2;M;13.2;2.2;1.4;40.656;#VALEUR!;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
412;1;411;;;;;2023/08/16 11:37:01.124;"{""Pl""}";2;M;9;1.5;0.7;9.45;#VALEUR!;1;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
413;1;412;;;;;2023/08/16 11:38:26.279;"{""Pl""}";2;M;12.7;0.7;0.7;6.223;#VALEUR!;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
414;1;413;;;;;2023/08/16 11:41:11.334;"{""Pl""}";5;P;12;2;0.6;14.4;#VALEUR!;2;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
415;1;414;;;;;2023/08/16 11:45:48.974;"{""Ch""}";10;M;18.4;3;0.8;44.16;#VALEUR!;2;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
416;1;415;;;;;2023/08/16 11:48:31.872;"{""Ch""}";20;M;8;5.5;0.8;35.2;#VALEUR!;2;40;50;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
417;1;416;;;;;2023/08/16 11:51:41.943;"{""Bc""}";10;M;8.5;8.7;0.4;29.58;#VALEUR!;1;40;40;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
418;1;417;;;;;2023/08/16 11:56:07.128;"{""Ch""}";10;D;8.3;5.9;0.6;29.382;#VALEUR!;1;40;50;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
419;1;418;;;;;2023/08/16 11:58:16.472;"{""Ch""}";10;M;22;10.3;0.8;181.28;#VALEUR!;2;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
420;1;419;;;;;2023/08/16 12:02:53.049;"{""Ch""}";15;M;13.5;4;2;108;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
421;1;420;;;;;2023/08/16 12:05:47.320;"{""Ch""}";15;P;2;15;2;60;60;1;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
422;1;421;;;;;2023/08/16 12:09:05.893;"{""Ch""}";15;M;25;15;1;375;375;3;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
423;1;422;;;;;2023/08/16 12:10:37.958;"{""Ch""}";5;M;15;2;1.5;45;#VALEUR!;1;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
424;1;423;;;;;2023/08/16 12:17:03.357;"{""Bc""}";2;M;9.1;1.4;0.7;8.918;#VALEUR!;2;60;35;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
425;1;424;;;;;2023/08/16 12:19:00.632;"{""Ch""}";20;M;175;50;4;35000;35000;3;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
426;1;425;;;;;2023/08/16 12:22:23.040;"{""Ch""}";5;D;60;30;4;7200;7200;3;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
427;1;426;;;;;2023/08/16 12:24:09.798;"{""Bc""}";2;M;4.6;3;0.5;6.9;#VALEUR!;2;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
428;1;427;;;;;2023/08/16 12:25:50.858;"{""Bc""}";2;M;12;2;0.3;7.2;#VALEUR!;1;50;45;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
429;1;428;;;;;2023/08/16 12:27:10.162;"{""Bc""}";20;D;7.4;20.4;2;301.92;#VALEUR!;3;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
430;1;429;;;;;2023/08/16 12:29:28.051;"{""Bc""}";5;M;10.4;3.7;0.5;19.24;#VALEUR!;2;50;40;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
431;1;430;;;;;2023/08/16 12:31:21.376;"{""Bc""}";5;D;2;5.3;0.5;5.3;#VALEUR!;2;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
432;1;431;;;;;2023/08/16 12:32:57.235;"{""Bc""}";5;P;9;1.7;0.4;6.12;#VALEUR!;1;75;20;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
433;1;432;;;;;2023/08/16 12:34:19.732;"{""Bc""}";5;P;15;3;1;45;45;2;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
434;1;433;;;;;2023/08/16 12:45:06.880;"{""Bc""}";20;D;15.3;3.7;0.5;28.305;#VALEUR!;1;90;5;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
435;1;434;;;;;2023/08/16 12:47:23.442;"{""Ch""}";5;M;15;2;0.7;21;#VALEUR!;1;85;10;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
436;1;435;;;;;2023/08/16 13:13:03.164;"{""Ch""}";10;M;33;15;3.5;1732.5;#VALEUR!;3;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
437;1;436;;;;;2023/08/16 13:14:42.668;"{""Bc""}";2;D;11.8;2.6;0.5;15.34;#VALEUR!;1;95;5;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
438;1;437;;;;;2023/08/16 13:16:59.756;"{""Ch""}";5;M;19.3;2;0.4;15.44;#VALEUR!;1;85;10;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
439;1;438;;;;;2023/08/16 13:19:02.554;"{""Bc""}";2;M;13;2.6;0.4;13.52;#VALEUR!;1;85;10;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
440;1;439;;;;;2023/08/16 13:20:46.514;"{""Ch""}";5;M;22;4;0.4;35.2;#VALEUR!;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
441;1;440;;;;;2023/08/16 13:23:04.436;"{""Ch""}";5;P;24;5;1;120;120;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
442;1;441;;;;;2023/08/16 13:26:01.119;"{""Bc""}";10;D;10;1.8;0.4;7.2;#VALEUR!;1;95;;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
443;1;442;;;;;2023/08/16 13:27:47.357;"{""Bc""}";5;D;11.7;2.2;0.5;12.87;#VALEUR!;1;85;10;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
444;1;443;;;;;2023/08/16 13:29:26.976;"{""Bc""}";5;D;8.4;1.7;0.6;8.568;#VALEUR!;2;40;50;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
445;1;444;;;;;2023/08/16 13:31:08.882;"{""Bc""}";2;M;8;1;0.5;4;#VALEUR!;1;40;40;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
