FID;Join_Count;TARGET_FID;Id;Name;Elevation;GPS;Photos;Date;Position;Provenance;Longueur__;Largeur__m;Hauteur__m;Volume;Densité;F__Troncs;F__Branche;F__Racines;Secteur;Commentair;ObjectID;Id_1;Input_FID;Id_12;ORIG_FID;Id_12_13;lenght;type;annee;troncon;Distance
17;1;17;;20;120.058762;20;;2019-08-06 00:00:00;Ch;D;13.5;1.8;0.6;1.458;Mo;80;15;5;RG;;19;;2;;;;8806;cp;2016;5;1500
18;1;18;;21;62.404739;21;1564;2019-08-06 00:00:00;Ch;M;6.5;2.1;1;1.365;Mo;90;8;2;RD;;20;;2;;;;8806;cp;2016;5;1500
19;1;19;;22;67.707642;22;1565;2019-08-06 00:00:00;Ch;M;21.8;3.5;2.6;19.838;E;90;5;5;RD;;21;;2;;;;8806;cp;2016;5;1500
20;1;20;;23;64.777473;23;1566;2019-08-06 00:00:00;Ch;M;39.7;6.2;3;73.842;E;90;5;5;RD;;22;;2;;;;8806;cp;2016;5;1500
21;1;21;;24;66.037399;24;1567;2019-08-06 00:00:00;Pl;D;3.2;10.2;0.9;2.9376;F;85;10;5;RD;;23;;3;;;;8806;cp;2016;5;2000
22;1;22;;25;67.004555;25;1568;2019-08-06 00:00:00;Ch;P;13;1;1;1.3;F;90;5;5;RD;;24;;3;;;;8806;cp;2016;5;2000
23;1;23;;26;62.353119;26;1569;2019-08-06 00:00:00;Bc;D;18.1;1.8;0.7;2.2806;Mo;90;8;2;C;;25;;2;;;;8806;cp;2016;5;1500
24;1;24;;27;65.028725;27;1570;2019-08-06 00:00:00;Ch;M;11.4;1.5;0.9;1.539;Mo;80;15;5;RG;;26;;2;;;;8806;cp;2016;5;1500
25;1;25;;28;67.872948;28;1571;2019-08-06 00:00:00;Bc;D;9.8;1.9;0.9;1.6758;Mo;95;;5;C;;27;;2;;;;8806;cp;2016;5;1500
26;1;26;;29;73.255219;29;1572;2019-08-07 00:00:00;Bc;D;3.1;7.4;0.4;0.9176;F;100;;;RD;;28;;3;;;;8806;cp;2016;5;2000
27;1;27;;30;68.889511;30;1573;2019-08-07 00:00:00;Bc;D;12.2;0.45;0.25;0.13725;F;90;5;5;RD;;29;;3;;;;8806;cp;2016;5;2000
28;1;28;;31;65.610771;31;1574;2019-08-07 00:00:00;Ch;M;11.6;2.45;1.1;3.1262;Mo;90;8;2;RD;;30;;3;;;;8806;cp;2016;5;2000
29;1;29;;32;63.810616;32;1575;2019-08-07 00:00:00;Pl;M;21.5;3;2;12.9;Mo;90;8;2;RG;;31;;3;;;;8806;cp;2016;5;2000
30;1;30;;33;66.723862;33;1576;2019-08-07 00:00:00;Ch;M;9.9;1.1;0.9;0.9801;Mo;80;10;10;RG;;32;;3;;;;8806;cp;2016;5;2000
31;1;31;;34;60.679138;34;1577;2019-08-07 00:00:00;Bc;D;20.9;0.7;0.5;0.7315;F;95;;5;RG;;33;;4;;;;8806;cp;2016;5;2500
32;1;32;;35;63.217957;35;1578;2019-08-07 00:00:00;Bc;D;7.3;0.9;0.4;0.2628;F;95;5;;RG;;34;;4;;;;8806;cp;2016;5;2500
33;1;33;;36;65.235611;36;1579;2019-08-07 00:00:00;Ch;D;12.4;1;0.4;0.496;F;95;5;;RG;;35;;4;;;;8806;cp;2016;5;2500
34;1;34;;37;66.419075;37;1580;2019-08-07 00:00:00;Ch;M;4.6;3.2;1.4;2.0608;F;90;;10;RG;;36;;4;;;;8806;cp;2016;5;2500
35;1;35;;38;59.253445;38;1581;2019-08-07 00:00:00;Bc;M;5.5;2.5;0.9;1.2375;Mo;90;10;;RG;;37;;4;;;;8806;cp;2016;5;2500
36;1;36;;39;59.632622;39;1582;2019-08-07 00:00:00;Ch;D;2.2;0.5;0.35;0.0385;F;90;10;;RG;;38;;4;;;;8806;cp;2016;5;2500
37;1;37;;40;64.143875;40;1583;2019-08-07 00:00:00;Ch;M;3.2;0.8;0.7;0.1792;F;90;10;;RG;;39;;4;;;;8806;cp;2016;5;2500
38;1;38;;41;56.735687;41;1584;2019-08-07 00:00:00;Ch;M;12.5;4.2;2;10.5;E;80;15;5;RD;;40;;4;;;;8806;cp;2016;5;2500
39;1;39;;42;65.31868;42;1585;2019-08-07 00:00:00;Pl;M;12.6;1.7;1;2.142;Mo;70;20;10;RD;;41;;4;;;;8806;cp;2016;5;2500
40;1;40;;43;65.915634;43;1586;2019-08-07 00:00:00;Pl;M;7.7;10.9;1;8.393;Mo;90;10;;RD;;42;;4;;;;8806;cp;2016;5;2500
41;1;41;;44;63.764397;44;1587;2019-08-07 00:00:00;Pl;P;6.4;1.7;0.9;0.9792;Mo;70;10;20;RD;;43;;4;;;;8806;cp;2016;5;2500
42;1;42;;45;65.27597;45;1588;2019-08-07 00:00:00;Pl;M;38;3.6;1.8;24.624;E;85;5;10;RD;;44;;4;;;;8806;cp;2016;5;2500
43;1;43;;46;67.209137;46;1589;2019-08-07 00:00:00;Pl;M;20.8;4.1;1.2;10.2336;Mo;90;5;5;RD;;45;;4;;;;8806;cp;2016;5;2500
44;1;44;;47;67.617157;47;1590;2019-08-07 00:00:00;Pl;D;9.7;1.9;1.3;2.3959;Mo;90;5;5;RD;;46;;4;;;;8806;cp;2016;5;2500
45;1;45;;48;64.863174;48;1591;2019-08-07 00:00:00;Bc;D;15.5;1.2;1.2;2.232;F;95;5;;RG;;47;;4;;;;8806;cp;2016;5;2500
46;1;46;;49;64.998062;49;;2019-08-07 00:00:00;Bc;D;36.8;2.4;1.1;9.7152;Mo;90;5;5;RG;;48;;4;;;;8806;cp;2016;5;2500
47;1;47;;50;62.64357;50;1592;2019-08-07 00:00:00;Bc;D;1.8;11;0.8;1.584;Mo;90;10;;RG;;49;;5;;;;8806;cp;2016;5;3000
48;1;48;;51;58.164871;51;1595;2019-08-07 00:00:00;Ch;M;8.8;2.4;1.2;2.5344;Mo;80;10;10;RD;;50;;5;;;;8806;cp;2016;5;3000
49;1;49;;52;60.106056;52;1596;2019-08-07 00:00:00;Ch;D;9;0.7;1;0.63;F;100;;;RG;;51;;5;;;;8806;cp;2016;5;3000
50;1;50;;53;66.718796;53;1597;2019-08-07 00:00:00;Ch;P;11.4;2.5;1;2.85;F;80;10;10;RG;;52;;5;;;;8806;cp;2016;5;3000
51;1;51;;54;76.472031;54;1601;2019-08-07 00:00:00;Pl;D;6.7;3.8;0.9;2.2914;E;90;8;2;RG;;53;;5;;;;8806;cp;2016;5;3000
52;1;52;;55;61.625252;55;1604;2019-08-07 00:00:00;Pl;P;9.4;1;1.1;1.034;F;80;10;10;RD;;54;;5;;;;8806;cp;2016;5;3000
53;1;53;;56;60.14156;56;1605;2019-08-07 00:00:00;Pl;M;10.5;2.4;0.9;2.268;F;80;10;10;RD;;55;;6;;;;8806;cp;2016;5;3500
54;1;54;;57;55.185066;57;1606;2019-08-07 00:00:00;Ch;M;8.9;4.3;1.4;5.3578;Mo;80;10;10;RD;;56;;6;;;;8806;cp;2016;5;3500
55;1;55;;58;64.229652;58;1607;2019-08-07 00:00:00;Ch;D;8.3;2.2;1;1.826;Mo;70;25;5;RG;;57;;6;;;;8806;cp;2016;5;3500
56;1;56;;59;64.615265;59;1610;2019-08-07 00:00:00;Pl;P;9;0.7;1.5;0.945;F;80;10;10;RG;;58;;6;;;;8806;cp;2016;5;3500
57;1;57;;60;62.810837;60;1611;2019-08-07 00:00:00;Bc;D;7.4;5;0.4;1.48;F;90;10;;RD;;59;;7;;;;8806;cp;2016;5;4000
58;1;58;;61;61.275024;61;1612;2019-08-07 00:00:00;Ch;P;16;0.7;0.35;0.392;F;100;;;RD;;60;;7;;;;8806;cp;2016;5;4000
59;1;59;;62;58.028496;62;1613;2019-08-07 00:00:00;Ch;D;8.8;0.9;0.3;0.2376;F;95;5;;RD;;61;;7;;;;8806;cp;2016;5;4000
60;1;60;;63;58.62534;63;1614;2019-08-07 00:00:00;Bc;D;12.2;4.5;0.9;4.941;Mo;100;;;RD;;62;;7;;;;8806;cp;2016;5;4000
61;1;61;;64;60.038578;64;1615;2019-08-07 00:00:00;Pl;D;14.4;3.4;1.4;6.8544;Mo;95;5;;RD;;63;;7;;;;8806;cp;2016;5;4000
62;1;62;;65;63.00885;65;1617;2019-08-07 00:00:00;Pl;M;31.3;5.2;3;48.828;E;90;5;5;RD;;64;;7;;;;8806;cp;2016;5;4000
63;1;63;;66;65.390518;66;1618;2019-08-07 00:00:00;Pl;M;6.3;9;1.4;7.938;Mo;90;5;5;RD;;65;;7;;;;8806;cp;2016;5;4000
64;1;64;;67;65.305328;67;1619;2019-08-07 00:00:00;Bc;D;7.7;16.9;0.9;11.7117;E;90;10;;C;;66;;7;;;;8806;cp;2016;5;4000
65;1;65;;68;43.941971;68;1620;2019-08-07 00:00:00;Bc;M;2.9;4;1.4;1.624;Mo;70;25;5;RG;;67;;7;;;;8806;cp;2016;5;4000
66;1;66;;69;60.415016;69;1622;2019-08-07 00:00:00;Pl;D;8.5;1.2;0.7;0.714;F;85;10;5;C;;68;;7;;;;8806;cp;2016;5;4000
67;1;67;;70;55.960518;70;1623;2019-08-07 00:00:00;Bc;P;11.3;0.75;0.6;0.5085;F;90;5;5;C;;69;;7;;;;8806;cp;2016;5;4000
68;1;68;;71;62.387325;71;1624;2019-08-07 00:00:00;Bc;D;6.2;2.3;0.6;0.8556;F;90;5;5;C;;70;;7;;;;8806;cp;2016;5;4000
69;1;69;;72;58.801334;72;1625;2019-08-07 00:00:00;Bc;D;7.3;0.8;0.9;0.5256;F;100;;;C;;71;;7;;;;8806;cp;2016;5;4000
70;1;70;;73;64.492218;73;1626;2019-08-07 00:00:00;Pl;D;15.9;13;0.6;12.402;F;90;10;;C;;72;;7;;;;8806;cp;2016;5;4000
71;1;71;;75;57.919178;75;1628;2019-08-07 00:00:00;Pl;D;5.1;7.3;0.8;2.9784;F;100;;;C;;74;;7;;;;8806;cp;2016;5;4000
72;1;72;;76;60.921814;76;1629;2019-08-07 00:00:00;Pl;D;3;6;0.7;1.26;F;90;10;;C;;75;;7;;;;8806;cp;2016;5;4000
73;1;73;;77;58.702446;77;1630;2019-08-07 00:00:00;Bc;M;7.6;7.8;1.6;9.4848;Mo;80;10;10;C;;76;;7;;;;8806;cp;2016;5;4000
74;1;74;;78;66.099609;78;1631;2019-08-07 00:00:00;Pl;P;7.8;2.9;1.1;2.4882;Mo;70;20;10;RD;;77;;7;;;;8806;cp;2016;5;4000
75;1;75;;79;65.154007;79;1632;2019-08-07 00:00:00;Pl;P;6;0.65;0.4;0.156;F;90;10;;RD;;78;;7;;;;8806;cp;2016;5;4000
76;1;76;;80;69.510033;80;1633;2019-08-07 00:00:00;Pl;D;7.1;2;0.9;1.278;F;80;10;10;RD;;79;;7;;;;8806;cp;2016;5;4000
77;1;77;;81;67.203835;81;1634;2019-08-07 00:00:00;Ch;M;5;4;1.2;2.4;Mo;80;10;10;RD;;80;;8;;;;8806;cp;2016;5;4500
78;1;78;;82;64.972977;82;1635;2019-08-07 00:00:00;Ch;M;4.3;5.8;1.4;3.4916;E;80;10;10;RD;;81;;8;;;;8806;cp;2016;5;4500
79;1;79;;83;56.702351;83;1636;2019-08-07 00:00:00;Pl;P;20.8;0.3;0.3;0.1872;F;80;10;10;RD;;82;;8;;;;8806;cp;2016;5;4500
80;1;80;;85;58.986809;85;1638;2019-08-07 00:00:00;Bc;D;2.9;3.6;1.4;1.4616;Mo;90;5;5;C;;84;;8;;;;8806;cp;2016;5;4500
81;1;81;;86;58.614635;86;1639;2019-08-07 00:00:00;Pl;D;6.8;5.8;1;3.944;F;80;10;10;C;;85;;8;;;;8806;cp;2016;5;4500
82;1;82;;87;57.767082;87;1640;2019-08-07 00:00:00;Bc;D;3.6;1.9;1;0.684;Mo;90;10;;C;;86;;8;;;;8806;cp;2016;5;4500
83;1;83;;88;55.469231;88;1641;2019-08-07 00:00:00;Bc;D;13.5;24.4;1.3;42.822;Mo;90;10;;C;;87;;8;;;;8806;cp;2016;5;4500
84;1;84;;89;54.598763;89;1642;2019-08-07 00:00:00;Bc;D;4.3;20.1;1.2;10.3716;F;90;10;;C;;88;;9;;;;8806;cp;2016;5;5000
85;1;85;;90;58.37841;90;1643;2019-08-07 00:00:00;Bc;D;0.9;9.4;0.6;0.5076;F;95;;5;C;;89;;9;;;;8806;cp;2016;5;5000
86;1;86;;91;61.211403;91;1645;2019-08-07 00:00:00;Bc;D;1.8;3;0.8;0.432;Mo;70;30;;C;;90;;9;;;;8806;cp;2016;5;5000
87;1;87;;92;61.351379;92;1646;2019-08-07 00:00:00;Pl;D;4.6;3.1;1.1;1.5686;Mo;80;20;;RD;;91;;9;;;;8806;cp;2016;5;5000
88;1;88;;93;66.309723;93;1647;2019-08-07 00:00:00;Ch;D;2.8;4;0.9;1.008;F;100;;;RD;;92;;9;;;;8806;cp;2016;5;5000
89;1;89;;94;64.010414;94;1648;2019-08-07 00:00:00;Bc;D;10;0.9;0.7;0.63;F;90;10;;C;;93;;9;;;;8806;cp;2016;5;5000
90;1;90;;95;64.86586;95;1649;2019-08-07 00:00:00;Pl;D;3.4;2.5;1.1;0.935;Mo;70;30;;RD;;94;;9;;;;8806;cp;2016;5;5000
91;1;91;;96;57.034843;96;1650;2019-08-07 00:00:00;Bc;M;6.8;12.3;1.4;11.7096;Mo;90;10;;RD;;95;;9;;;;8806;cp;2016;5;5000
92;1;92;;97;61.657188;97;1651;2019-08-07 00:00:00;Pl;D;16.7;7.2;2.5;30.06;E;85;10;5;RD;;96;;9;;;;8806;cp;2016;5;5000
93;1;93;;98;55.77874;98;1652;2019-08-07 00:00:00;Pl;D;0.7;4.6;0.8;0.2576;F;95;5;;RD;;97;;9;;;;8806;cp;2016;5;5000
94;1;94;;99;57.753586;99;1654;2019-08-07 00:00:00;Pl;P;8.2;1.9;0.5;0.779;F;70;20;10;RD;;98;;9;;;;8806;cp;2016;5;5000
95;1;95;;100;66.741241;100;1655;2019-08-07 00:00:00;Bc;M;0.9;17.5;0.8;1.26;F;80;10;10;RD;;99;;9;;;;8806;cp;2016;5;5000
96;1;96;;101;53.533546;101;1656;2019-08-07 00:00:00;Pl;M;10.5;3.7;2.1;8.1585;Mo;80;10;10;RD;;100;;9;;;;8806;cp;2016;5;5000
97;1;97;;102;64.13517;102;1657;2019-08-07 00:00:00;Pl;D;9;12.7;0.9;10.287;F;95;5;;RD;;101;;10;;;;8806;cp;2016;5;5500
98;1;98;;106;60.670105;106;1660;2019-08-07 00:00:00;Pl;D;3.1;2.6;1.8;1.4508;Mo;60;40;;RG;cicatrice 1661 1662;102;;11;;;;8806;cp;2016;5;6000
99;1;99;;107;57.103256;107;1664;2019-08-07 00:00:00;Pl;D;9.2;11.6;1.4;14.9408;E;80;15;5;RG;Appel d'eau/avulsion ?;103;;11;;;;8806;cp;2016;5;6000
100;1;100;;108;62.549492;108;1665;2019-08-07 00:00:00;Pl;D;6.3;3.4;2.6;5.5692;E;80;10;10;RG;;104;;11;;;;8806;cp;2016;5;6000
101;1;101;;109;58.526245;109;1666;2019-08-07 00:00:00;Pl;D;20.5;5.4;1.2;13.284;E;80;15;5;RG;;105;;11;;;;8806;cp;2016;5;6000
102;1;102;;110;59.973278;110;1668;2019-08-07 00:00:00;Pl;D;7;15.7;2;21.98;E;85;15;;RG;;106;;11;;;;8806;cp;2016;5;6000
103;1;103;;111;56.928272;111;1669;2019-08-07 00:00:00;Pl;M;34;4.9;1.3;21.658;E;70;25;5;RG;;107;;11;;;;8806;cp;2016;5;6000
104;1;104;;112;59.137558;112;1670;2019-08-07 00:00:00;Pl;D;5.1;0.7;0.4;0.1428;F;90;10;;RD;;108;;11;;;;8806;cp;2016;5;6000
105;1;105;;113;54.68737;113;1671;2019-08-07 00:00:00;Pl;D;7.1;1.4;0.5;0.497;F;90;10;;RD;;109;;11;;;;8806;cp;2016;5;6000
106;1;106;;114;56.399685;114;1672;2019-08-07 00:00:00;Ch;D;103.6;5.1;2;105.672;E;85;10;5;RG;;110;;11;;;;8806;cp;2016;5;6000
107;1;107;;115;55.309219;115;1673;2019-08-07 00:00:00;Ch;M;11.8;3.6;2.2;9.3456;Mo;70;25;5;RG;;111;;11;;;;8806;cp;2016;5;6000
108;1;108;;116;54.653057;116;1674;2019-08-07 00:00:00;Ch;M;17.4;3.3;2.1;12.0582;Mo;70;20;10;RG;;112;;11;;;;8806;cp;2016;5;6000
109;1;109;;117;49.710365;117;1675;2019-08-07 00:00:00;Pl;M;25.1;2.4;1.3;7.8312;F;80;15;5;RG;;113;;11;;;;8806;cp;2016;5;6000
110;1;110;;118;55.852852;118;1676;2019-08-07 00:00:00;Bc;M;53.4;4.5;1.7;40.851;E;85;10;5;RG;;114;;11;;;;8806;cp;2016;5;6000
111;1;111;;119;53.258522;119;1677;2019-08-07 00:00:00;Pl;D;31.6;2.9;0.9;8.2476;Mo;80;20;;RG;;115;;11;;;;8806;cp;2016;5;6000
112;1;112;;120;56.785202;120;1678;2019-08-07 00:00:00;Pl;D;11.4;1.6;0.9;1.6416;F;85;10;5;RG;;116;;11;;;;8806;cp;2016;5;6000
113;1;113;;121;58.997429;121;1679;2019-08-07 00:00:00;Bc;M;20.6;4.8;0.5;4.944;F;80;10;10;RG;;117;;12;;;;8806;cp;2016;5;6500
114;1;114;;122;57.000961;122;1680;2019-08-07 00:00:00;Pl;M;27.3;2.7;0.5;3.6855;F;80;15;5;RG;;118;;12;;;;8806;cp;2016;5;6500
115;1;115;;123;61.093815;123;1681;2019-08-07 00:00:00;Pl;D;13.6;2.2;0.5;1.496;Mo;70;30;;RG;;119;;12;;;;8806;cp;2016;5;6500
116;1;116;;124;59.335541;124;1682;2019-08-07 00:00:00;Bc;D;12.5;1.6;0.7;1.4;Mo;90;10;;RG;;120;;12;;;;8806;cp;2016;5;6500
117;1;117;;125;59.457951;125;1683;2019-08-07 00:00:00;Pl;D;10.2;1.8;0.3;0.5508;F;90;10;;RG;;121;;12;;;;8806;cp;2016;5;6500
118;1;118;;126;59.268677;126;1684;2019-08-07 00:00:00;Pl;D;4.1;3.8;0.7;1.0906;Mo;90;10;;RG;;122;;12;;;;8806;cp;2016;5;6500
119;1;119;;127;60.256348;127;1685;2019-08-07 00:00:00;Pl;M;132.2;9.2;0.5;60.812;F;80;10;10;RG;;123;;12;;;;8806;cp;2016;5;6500
120;1;120;;128;58.137897;128;1686;2019-08-07 00:00:00;Bc;D;24.3;2.6;0.5;3.159;Mo;70;30;;RG;;124;;12;;;;8806;cp;2016;5;6500
121;1;121;;129;57.323792;129;1687;2019-08-07 00:00:00;Bc;D;9.2;3.8;0.9;3.1464;E;80;20;;RG;;125;;12;;;;8806;cp;2016;5;6500
122;1;122;;130;57.533825;130;1688;2019-08-07 00:00:00;Ch;D;12.8;1.6;1.2;2.4576;F;90;5;5;RD;;126;;12;;;;8806;cp;2016;5;6500
123;1;123;;131;63.163498;131;1689;2019-08-07 00:00:00;Pl;M;9;2;0.9;1.62;Mo;90;5;5;RD;;127;;12;;;;8806;cp;2016;5;6500
124;1;124;;132;58.258469;132;;2019-08-07 00:00:00;Ch;M;130;8;3;312;E;90;5;5;RD;;128;;12;;;;8806;cp;2016;5;6500
125;1;125;;133;58.36161;133;1694;2019-08-07 00:00:00;Pl;D;12.1;18;1.2;26.136;E;80;15;5;RD;;129;;12;;;;8806;cp;2016;5;6500
126;1;126;;134;60.281109;134;1695;2019-08-07 00:00:00;Pl;D;3.1;9.9;0.9;2.7621;Mo;80;15;5;RD;;130;;12;;;;8806;cp;2016;5;6500
127;1;127;;135;59.577065;135;1696;2019-08-07 00:00:00;Pl;D;39.2;19.3;1.5;113.484;F;90;5;5;RD;;131;;13;;;;8806;cp;2016;5;7000
128;1;128;;136;57.340206;136;1687;2019-08-07 00:00:00;Bc;D;2.7;5;0.8;1.08;F;90;5;5;RD;;132;;13;;;;8806;cp;2016;5;7000
129;1;129;;137;59.860661;137;1698;2019-08-07 00:00:00;Pl;D;33.9;18.4;1.3;81.0888;Mo;95;5;;RD;;133;;13;;;;8806;cp;2016;5;7000
130;1;130;;138;59.041328;138;1699;2019-08-07 00:00:00;Bc;D;11.2;0.7;0.8;0.6272;F;80;15;5;RD;;134;;13;;;;8806;cp;2016;5;7000
131;1;131;;139;55.759041;139;1700;2019-08-07 00:00:00;Pl;D;4.5;1.1;0.5;0.2475;F;95;5;;RD;;135;;13;;;;8806;cp;2016;5;7000
132;1;132;;140;56.425102;140;1701;2019-08-07 00:00:00;Pl;D;4;1.2;0.3;0.144;F;100;;;RD;;136;;13;;;;8806;cp;2016;5;7000
133;1;133;;141;56.641685;141;1702;2019-08-07 00:00:00;Bc;D;3.4;1.3;0.4;0.1768;Mo;90;10;;RD;;137;;13;;;;8806;cp;2016;5;7000
134;1;134;;142;56.044682;142;1703;2019-08-07 00:00:00;Bc;D;6.5;6.9;0.5;2.2425;F;95;5;;RD;;138;;13;;;;8806;cp;2016;5;7000
135;1;135;;143;53.755527;143;1704;2019-08-07 00:00:00;Bc;M;9.7;3.5;1.4;4.753;F;80;10;10;RG;;139;;13;;;;8806;cp;2016;5;7000
136;1;136;;144;57.076744;144;1705;2019-08-07 00:00:00;Bc;M;9.9;4.4;1.3;5.6628;Mo;80;10;10;RG;;140;;13;;;;8806;cp;2016;5;7000
137;1;137;;145;56.343182;145;1706;2019-08-07 00:00:00;Pl;D;7.6;1.1;1.3;1.0868;F;95;5;;RD;;141;;13;;;;8806;cp;2016;5;7000
138;1;138;;146;56.385754;146;1707;2019-08-07 00:00:00;Bc;D;12.8;13.5;1.6;27.648;E;90;10;;RG;;142;;13;;;;8806;cp;2016;5;7000
139;1;139;;147;53.79541;147;1708;2019-08-07 00:00:00;Bc;D;14.6;4.1;0.7;4.1902;F;90;5;5;RG;;143;;13;;;;8806;cp;2016;5;7000
140;1;140;;148;55.290592;148;1709;2019-08-07 00:00:00;Ch;D;5.6;1.9;1;1.064;Mo;70;25;5;RG;;144;;13;;;;8806;cp;2016;5;7000
141;1;141;;149;54.44714;149;1710;2019-08-07 00:00:00;Bc;M;5.3;5.7;1.7;5.1357;Mo;70;20;10;RD;;145;;13;;;;8806;cp;2016;5;7000
142;1;142;;150;59.300907;150;1711;2019-08-07 00:00:00;Bc;M;4.7;4.1;1;1.927;Mo;60;40;;RG;;146;;13;;;;8806;cp;2016;5;7000
143;1;143;;151;52.878559;151;1712;2019-08-07 00:00:00;Ch;D;3.6;5.1;0.5;0.918;Mo;70;20;10;RD;;147;;14;;;;8806;cp;2016;5;7500
144;1;144;;152;58.904381;152;1713;2019-08-07 00:00:00;Ch;D;11;1;0.6;0.66;F;100;;;RG;;148;;14;;;;8806;cp;2016;5;7500
145;1;145;;153;54.811523;153;1714;2019-08-07 00:00:00;Ch;D;7;9.8;0.6;4.116;F;90;5;5;RG;;149;;14;;;;8806;cp;2016;5;7500
146;1;146;;154;54.463203;154;1717;2019-08-07 00:00:00;Ch;D;7.2;6;0.6;2.592;F;90;10;;RG;1715 et 16 photo glace;150;;14;;;;8806;cp;2016;5;7500
147;1;147;;155;53.326756;155;1719;2019-08-07 00:00:00;Bc;M;7.2;1.9;0.9;1.2312;Mo;70;20;10;RG;;151;;14;;;;8806;cp;2016;5;7500
148;1;148;;156;55.367935;156;1720;2019-08-07 00:00:00;Bc;M;6.2;1.5;1;0.93;Mo;85;10;5;RG;;152;;15;;;;8806;cp;2016;5;8000
149;1;149;;157;55.338364;157;1721;2019-08-07 00:00:00;Bc;M;8;1.5;1.9;2.28;Mo;80;15;5;RG;;153;;15;;;;8806;cp;2016;5;8000
150;1;150;;158;52.310001;158;1722;2019-08-07 00:00:00;Bc;M;15.4;3.3;1.4;7.1148;Mo;60;30;10;RG;;154;;15;;;;8806;cp;2016;5;8000
151;1;151;;159;51.488468;159;1723;2019-08-07 00:00:00;Bc;M;24.8;4.1;2;20.336;Mo;80;10;10;RG;;155;;15;;;;8806;cp;2016;5;8000
152;1;152;;160;53.374348;160;1725;2019-08-07 00:00:00;Ch;D;17.5;2;0.8;2.8;F;90;5;5;RG;;156;;15;;;;8806;cp;2016;5;8000
153;1;153;;161;51.088333;161;1727;2019-08-07 00:00:00;Ch;M;16;0.8;0.4;0.512;F;85;10;5;RD;;157;;15;;;;8806;cp;2016;5;8000
154;1;154;;162;54.532776;162;;2019-08-07 00:00:00;Ch;D;15.2;1.6;0.8;1.9456;Mo;80;15;5;RD;;158;;16;;;;8806;cp;2016;5;8500
155;1;155;;163;49.935646;163;1730;2019-08-07 00:00:00;Ch;D;12.8;4;1.2;6.144;Mo;90;10;;RG;;159;;16;;;;8806;cp;2016;5;8500
