FID;Join_Count;TARGET_FID;Id;Name;Elevation;GPS;Photos;Date;Position;Provenance;Longueur__;Largeur__m;Hauteur__m;Volume;Densité;F__Troncs;F__Branche;F__Racines;Secteur;Commentair;ObjectID;Id_1;Input_FID;Id_12;ORIG_FID;Id_12_13;lenght;type;annee;troncon;Distance
156;1;156;;164;51.015488;164;1731;2019-08-07 00:00:00;Ch;D;16.4;3.2;1;5.248;Mo;80;10;10;RD;;160;;16;;;;8806;cp;2016;5;8500
157;1;157;;165;53.138367;165;1732;2019-08-07 00:00:00;Ch;D;10.1;2.1;0.7;1.4847;F;90;10;;RD;;161;;16;;;;8806;cp;2016;5;8500
158;1;158;;166;49.952374;166;1733;2019-08-07 00:00:00;Pl;D;1.7;13.5;0.6;1.377;Mo;85;15;;RD;;162;;16;;;;8806;cp;2016;5;8500
159;1;159;;167;56.316257;167;1734;2019-08-07 00:00:00;Bc;D;7.9;1.3;0.6;0.6162;F;80;15;5;RD;;163;;16;;;;8806;cp;2016;5;8500
160;1;160;;168;55.063679;168;1735;2019-08-07 00:00:00;Pl;D;7.8;3.2;1.7;4.2432;Mo;95;5;;RD;;164;;16;;;;8806;cp;2016;5;8500
161;1;161;;169;54.332718;169;1736;2019-08-07 00:00:00;Bc;D;13.5;1.4;0.8;1.512;F;90;5;5;RD;;165;;16;;;;8806;cp;2016;5;8500
162;1;162;;170;51.625118;170;1737;2019-08-07 00:00:00;Bc;D;15.8;1.1;0.9;1.5642;F;90;5;5;RD;;166;;16;;;;8806;cp;2016;5;8500
163;1;163;;171;47.537968;171;;2019-08-07 00:00:00;Ch;P;15;2.6;1.9;7.41;F;80;10;10;RD;;167;;17;;;;8806;cp;2016;5;9000
164;1;164;;172;48.607956;172;1740;2019-08-07 00:00:00;Pl;P;4.5;1.2;0.4;0.216;F;100;;;RD;;168;;17;;;;8806;cp;2016;5;9000
165;1;165;;173;43.363892;173;1741;2019-08-07 00:00:00;Bc;M;3.5;12.9;2.8;12.642;E;80;10;10;RD;;169;;17;;;;8806;cp;2016;5;9000
166;1;166;;175;63.565369;175;1743;2019-08-07 00:00:00;Bc;D;51.8;18;2.6;242.424;E;80;15;5;RD;;171;;18;;;;8806;cp;2016;5;9500
167;1;167;;176;50.270622;176;1745;2019-08-07 00:00:00;Pl;D;12.1;10.1;1.4;17.1094;Mo;80;20;;RD;;173;;18;;;;8806;cp;2016;5;9500
168;1;168;;177;48.873344;177;1746;2019-08-07 00:00:00;Pl;D;9.4;1.7;1.1;1.7578;F;90;;10;RD;;174;;18;;;;8806;cp;2016;5;9500
169;1;169;;178;48.211788;178;1747;2019-08-07 00:00:00;Bc;D;21;10.6;2.6;57.876;E;80;10;10;C;;175;;18;;;;8806;cp;2016;5;9500
170;1;170;;179;49.846306;179;1748;2019-08-07 00:00:00;Bc;D;25;5.4;0.6;8.1;F;85;10;5;C;;176;;18;;;;8806;cp;2016;5;9500
171;1;171;;180;49.070267;180;1749;2019-08-07 00:00:00;Bc;D;54;2.1;0.9;10.206;Mo;90;10;;C;;177;;18;;;;8806;cp;2016;5;9500
172;1;172;;181;47.106613;181;1750;2019-08-07 00:00:00;Bc;D;10;2;0.7;1.4;F;80;10;10;C;;178;;18;;;;8806;cp;2016;5;9500
173;1;173;;182;45.87735;182;1751;2019-08-07 00:00:00;Bc;D;19.8;3;1.3;7.722;F;95;;5;C;;179;;18;;;;8806;cp;2016;5;9500
174;1;174;;183;44.62038;183;1752;2019-08-07 00:00:00;Ch;P;9.4;0.8;0.6;0.4512;F;80;10;10;RD;;180;;18;;;;8806;cp;2016;5;9500
175;1;175;;185;47.680058;185;1754;2019-08-07 00:00:00;Bc;M;30.4;10.4;1.4;44.2624;Mo;80;10;10;C;;182;;18;;;;8806;cp;2016;5;9500
176;1;176;;186;49.078732;186;1755;2019-08-07 00:00:00;Bc;M;42.2;20.5;2;173.02;E;80;10;10;C;;183;;18;;;;8806;cp;2016;5;9500
177;1;177;;187;48.056953;187;;2019-08-07 00:00:00;Pl;D;25;1.4;1.2;4.2;F;80;10;10;RD;;184;;18;;;;8806;cp;2016;5;9500
178;1;178;;188;44.80233;188;1758;2019-08-07 00:00:00;Ch;D;12;2.5;1;3;F;95;;5;RG;;185;;18;;;;8806;cp;2016;5;9500
179;1;179;;189;47.787949;189;1759;2019-08-07 00:00:00;Ch;P;11;3.8;1.4;5.852;Mo;80;10;10;RG;;186;;18;;;;8806;cp;2016;5;9500
180;1;180;;190;46.293064;190;1760;2019-08-07 00:00:00;Bc;D;11.4;6.9;1.8;14.1588;Mo;80;10;10;RG;;187;;18;;;;8806;cp;2016;5;9500
181;1;181;;191;49.252739;191;1761;2019-08-07 00:00:00;Bc;D;5.1;12.4;1.4;8.8536;F;90;5;5;C;;188;;18;;;;8806;cp;2016;5;9500
182;1;182;;192;43.900856;192;1762;2019-08-07 00:00:00;Bc;M;12.4;2.8;0.5;1.736;F;80;10;10;C;;189;;18;;;;8806;cp;2016;5;9500
183;1;183;;193;47.364853;193;1763;2019-08-07 00:00:00;Bc;D;25.4;22.9;1.9;110.5154;E;90;5;5;C;;190;;18;;;;8806;cp;2016;5;9500
184;1;184;;194;45.522125;194;1764;2019-08-07 00:00:00;Ch;M;7.3;3.3;1.4;3.3726;Mo;70;20;10;RD;;191;;18;;;;8806;cp;2016;5;9500
185;1;185;;195;46.487717;195;1765;2019-08-07 00:00:00;Bc;D;3;2.8;1;0.84;F;80;20;;RD;;192;;18;;;;8806;cp;2016;5;9500
186;1;186;;196;40.662964;196;1766;2019-08-07 00:00:00;Ch;P;19;9.8;0.6;11.172;F;70;20;10;RD;;193;;18;;;;8806;cp;2016;5;9500
187;1;187;;197;49.141281;197;1767;2019-08-07 00:00:00;Bc;D;11.2;3.4;0.9;3.4272;F;90;5;5;C;;194;;19;;;;8806;cp;2016;5;10000
188;1;188;;198;47.608475;198;;2019-08-07 00:00:00;Ch;D;35.2;12.5;1.8;79.2;E;80;15;5;C;;195;;19;;;;8806;cp;2016;5;10000
189;1;189;;199;39.812592;199;1770;2019-08-07 00:00:00;Pl;D;5.7;9.4;1.7;9.1086;Mo;90;10;;C;;196;;19;;;;8806;cp;2016;5;10000
190;1;190;;200;54.408276;200;1771;2019-08-07 00:00:00;Pl;D;22.8;1.6;0.5;1.824;F;70;25;5;C;;197;;19;;;;8806;cp;2016;5;10000
191;1;191;;201;54.204273;201;1772;2019-08-07 00:00:00;Pl;D;12.2;1.9;0.6;1.3908;Mo;80;15;5;C;;198;;19;;;;8806;cp;2016;5;10000
192;1;192;;202;43.901192;202;1773;2019-08-07 00:00:00;Ch;M;17.6;19.7;1.6;55.4752;Mo;90;5;5;C;;199;;19;;;;8806;cp;2016;5;10000
193;1;193;;203;40.472668;203;1774;2019-08-07 00:00:00;Ch;D;30.4;14.9;1.4;63.4144;Mo;80;10;10;C;;200;;19;;;;8806;cp;2016;5;10000
194;1;194;;204;44.862061;204;1775;2019-08-07 00:00:00;Bc;M;14.2;6.9;1.3;12.7374;Mo;70;20;10;RG;;201;;19;;;;8806;cp;2016;5;10000
195;1;195;;205;49.506737;205;1776;2019-08-07 00:00:00;Pl;D;15.5;13.4;1.2;24.924;Mo;80;15;5;RG;;202;;19;;;;8806;cp;2016;5;10000
196;1;196;;206;46.956299;206;1777;2019-08-07 00:00:00;Ch;D;31.4;33.8;1.7;180.4244;E;80;10;10;RG;;203;;19;;;;8806;cp;2016;5;10000
197;1;197;;207;47.174282;207;1778;2019-08-07 00:00:00;Pl;D;15.6;1.6;1.1;2.7456;F;80;15;5;C;;204;;19;;;;8806;cp;2016;5;10000
198;1;198;;208;47.308964;208;1779;2019-08-07 00:00:00;Bc;D;16;6.1;1.2;11.712;Mo;95;;5;C;;205;;19;;;;8806;cp;2016;5;10000
199;1;199;;209;43.601051;209;1780;2019-08-07 00:00:00;Bc;D;31.2;14.6;2.1;95.6592;E;85;10;5;RD;;206;;19;;;;8806;cp;2016;5;10000
200;1;200;;210;45.451637;210;1781;2019-08-07 00:00:00;Pl;D;10;1.2;0.6;0.72;F;100;;;RD;;207;;19;;;;8806;cp;2016;5;10000
201;1;201;;211;47.914505;211;1782;2019-08-07 00:00:00;Bc;D;20.6;2.6;0.6;3.2136;F;90;5;5;RG;;208;;19;;;;8806;cp;2016;5;10000
202;1;202;;212;49.635933;212;1783;2019-08-07 00:00:00;Bc;D;17.9;6.4;1.1;12.6016;F;80;10;10;RG;;209;;19;;;;8806;cp;2016;5;10000
203;1;203;;213;47.995087;213;1784;2019-08-07 00:00:00;Bc;D;8.9;1.8;0.5;0.801;F;90;5;5;RG;;210;;19;;;;8806;cp;2016;5;10000
204;1;204;;214;49.976379;214;1785;2019-08-07 00:00:00;Bc;D;11;0.7;0.5;0.385;F;80;10;10;RG;;211;;19;;;;8806;cp;2016;5;10000
205;1;205;;215;48.085442;215;1786;2019-08-07 00:00:00;Bc;D;11.8;4.4;0.8;4.1536;F;90;5;5;RG;;212;;19;;;;8806;cp;2016;5;10000
206;1;206;;216;46.611332;216;1787;2019-08-07 00:00:00;Bc;D;1.8;11.7;0.6;1.2636;F;80;10;10;RG;;213;;19;;;;8806;cp;2016;5;10000
207;1;207;;217;47.738796;217;1788;2019-08-07 00:00:00;Bc;D;8.1;20.6;0.8;13.3488;Mo;80;10;10;RG;;214;;19;;;;8806;cp;2016;5;10000
208;1;208;;218;49.490036;218;1789;2019-08-07 00:00:00;Bc;D;8.8;2.2;0.4;0.7744;F;80;10;10;RG;;215;;19;;;;8806;cp;2016;5;10000
209;1;209;;219;50.752701;219;1790;2019-08-07 00:00:00;Bc;D;20.8;9.6;1;19.968;Mo;80;10;10;RG;;216;;19;;;;8806;cp;2016;5;10000
210;1;210;;220;49.746109;220;1791;2019-08-07 00:00:00;Bc;D;27.4;21;0.7;40.278;Mo;80;10;10;RG;;217;;19;;;;8806;cp;2016;5;10000
211;1;211;;221;51.469753;221;1792;2019-08-07 00:00:00;Bc;D;3;12.5;0.9;3.375;Mo;80;10;10;RG;;218;;19;;;;8806;cp;2016;5;10000
212;1;212;;222;49.495888;222;1793;2019-08-07 00:00:00;Bc;D;3.4;3.4;0.8;0.9248;F;90;5;5;RG;;219;;19;;;;8806;cp;2016;5;10000
213;1;213;;223;50.211914;223;1794;2019-08-07 00:00:00;Bc;D;3;1.2;0.4;0.144;F;100;;;RG;;220;;19;;;;8806;cp;2016;5;10000
214;1;214;;224;48.616169;224;1795;2019-08-07 00:00:00;Bc;D;7;2.2;0.8;1.232;F;90;10;;RG;;221;;20;;;;8806;cp;2016;5;10500
215;1;215;;225;49.531685;225;1796;2019-08-07 00:00:00;Ch;D;25.5;4.1;1.3;13.5915;Mo;90;10;;RD;;222;;20;;;;8806;cp;2016;5;10500
216;1;216;;226;51.546326;226;1797;2019-08-07 00:00:00;Ch;D;21.3;3.1;1.2;7.9236;Mo;100;;;RD;;223;;20;;;;8806;cp;2016;5;10500
217;1;217;;227;48.324024;227;1798;2019-08-07 00:00:00;Bc;D;11.6;19.1;3.2;70.8992;E;90;5;5;RG;;224;;20;;;;8806;cp;2016;5;10500
218;1;218;;228;49.316277;228;1799;2019-08-07 00:00:00;Bc;D;15.7;3.1;1.2;5.8404;Mo;90;5;5;RG;;225;;20;;;;8806;cp;2016;5;10500
219;1;219;;229;48.080952;229;1800;2019-08-07 00:00:00;Bc;D;3.2;22.9;1.9;13.9232;Mo;90;5;5;RG;;226;;20;;;;8806;cp;2016;5;10500
220;1;220;;230;45.868496;230;1801;2019-08-07 00:00:00;Bc;D;5;7.6;1.2;4.56;Mo;80;10;10;RG;;227;;20;;;;8806;cp;2016;5;10500
221;1;221;;231;47.031647;231;1802;2019-08-07 00:00:00;Bc;D;8.2;1;0.7;0.574;F;100;;;RD;;228;;20;;;;8806;cp;2016;5;10500
222;1;222;;232;46.775826;232;1803;2019-08-07 00:00:00;Bc;M;6.9;9.3;0.9;5.7753;F;80;10;10;RD;;229;;20;;;;8806;cp;2016;5;10500
223;1;223;;233;49.627411;233;1804;2019-08-07 00:00:00;Bc;M;23.9;1.3;0.5;1.5535;F;90;5;5;RD;;230;;20;;;;8806;cp;2016;5;10500
224;1;224;;235;53.504574;235;1806;2019-08-07 00:00:00;Bc;D;20;4.5;1.2;10.8;F;70;10;20;RD;;232;;20;;;;8806;cp;2016;5;10500
225;1;225;;236;46.043297;236;1807;2019-08-07 00:00:00;Bc;D;8.2;1.2;1.1;1.0824;F;100;;;RD;;233;;20;;;;8806;cp;2016;5;10500
226;1;226;;237;51.261539;237;1808;2019-08-07 00:00:00;Bc;D;7.6;26;2;39.52;E;90;10;;RD;;234;;20;;;;8806;cp;2016;5;10500
227;1;227;;238;50.635223;238;1809;2019-08-07 00:00:00;Bc;D;18.1;9.6;1;17.376;Mo;80;10;10;RD;;235;;20;;;;8806;cp;2016;5;10500
228;1;228;;239;47.990013;239;1811;2019-08-07 00:00:00;Bc;D;24;0.5;1.2;1.44;Mo;95;5;;RG;CS;236;;20;;;;8806;cp;2016;5;10500
229;1;229;;240;50.52829;240;1812;2019-08-07 00:00:00;Pl;D;15.8;27.8;1.4;61.4936;Mo;80;15;5;RG;CS;237;;20;;;;8806;cp;2016;5;10500
230;1;230;;241;47.729202;241;1813;2019-08-07 00:00:00;Bc;D;15.8;10;0.8;12.64;F;80;20;;RG;CS;238;;20;;;;8806;cp;2016;5;10500
231;1;231;;242;45.544983;242;1814;2019-08-07 00:00:00;Bc;D;16;3.3;0.9;4.752;F;95;5;;RG;CS;239;;20;;;;8806;cp;2016;5;10500
232;1;232;;243;47.514252;243;1810;2019-08-07 00:00:00;Bc;D;32.5;9;1.8;52.65;E;90;5;;RG;;240;;20;;;;8806;cp;2016;5;10500
233;1;233;;244;44.763443;244;1815;2019-08-07 00:00:00;Bc;D;5.7;13.4;1.2;9.1656;Mo;90;10;;RG;;241;;20;;;;8806;cp;2016;5;10500
234;1;234;;245;42.318146;245;1816;2019-08-07 00:00:00;Bc;D;1.6;13.3;1;2.128;F;80;5;15;RG;;242;;21;;;;8806;cp;2016;5;11000
235;1;235;;246;46.187878;246;1817;2019-08-07 00:00:00;Bc;D;3.1;15.4;1.1;5.2514;Mo;80;20;;RG;;243;;21;;;;8806;cp;2016;5;11000
236;1;236;;248;43.931717;248;1819;2019-08-07 00:00:00;Bc;D;10.2;7.3;1.1;8.1906;F;90;5;5;RG;;245;;21;;;;8806;cp;2016;5;11000
237;1;237;;249;40.537407;249;1820;2019-08-07 00:00:00;Bc;D;23;6.9;1.1;17.457;Mo;90;5;5;RG;;246;;21;;;;8806;cp;2016;5;11000
238;1;238;;250;43.8386;250;1821;2019-08-07 00:00:00;Ch;D;33.1;21.5;2.1;149.4465;E;90;5;5;RD;;247;;21;;;;8806;cp;2016;5;11000
239;1;239;;251;44.632431;251;1822;2019-08-07 00:00:00;Bc;D;33.3;7.9;2;52.614;Mo;80;10;10;RD;;248;;21;;;;8806;cp;2016;5;11000
240;1;240;;252;44.076717;252;1823;2019-08-07 00:00:00;Bc;D;23.2;19;1.3;57.304;Mo;80;10;10;RD;;249;;21;;;;8806;cp;2016;5;11000
241;1;241;;253;43.295792;253;1824;2019-08-07 00:00:00;Pl;M;19.8;4.8;1.4;13.3056;F;80;10;10;RD;;250;;21;;;;8806;cp;2016;5;11000
242;1;242;;254;46.367077;254;1825;2019-08-07 00:00:00;Pl;D;9.9;1.5;1.1;1.6335;F;95;5;;RD;;251;;21;;;;8806;cp;2016;5;11000
243;1;243;;255;44.283867;255;1826;2019-08-07 00:00:00;Pl;D;107.4;10.8;0.8;92.7936;F;80;10;10;RD;;252;;22;;;;8806;cp;2016;5;11500
244;1;244;;256;45.968765;256;1827;2019-08-07 00:00:00;Pl;M;43.2;15.3;1.9;125.5824;Mo;80;10;10;RD;;253;;22;;;;8806;cp;2016;5;11500
245;1;245;;257;42.386723;257;1828;2019-08-07 00:00:00;Bc;D;28.6;30.3;2.5;216.645;E;90;5;5;RD;;254;;22;;;;8806;cp;2016;5;11500
246;1;246;;258;42.400547;258;1829;2019-08-07 00:00:00;Ch;D;22.1;10;1.9;41.99;E;80;10;10;RD;;255;;22;;;;8806;cp;2016;5;11500
247;1;247;;259;40.611603;259;1830;2019-08-07 00:00:00;Pl;M;46.2;7.6;1.4;49.1568;Mo;80;10;10;RD;;256;;22;;;;8806;cp;2016;5;11500
248;1;248;;260;39.199562;260;1831;2019-08-07 00:00:00;Bc;P;4.6;13.9;1.1;7.0334;F;80;15;5;RG;;257;;22;;;;8806;cp;2016;5;11500
249;1;249;;261;42.857018;261;1832;2019-08-07 00:00:00;Bc;M;23.7;20;1.4;66.36;E;80;15;5;RG;;258;;22;;;;8806;cp;2016;5;11500
250;1;250;;262;42.425812;262;1833;2019-08-07 00:00:00;Bc;M;59.3;57.1;1.6;541.7648;E;90;10;;RG;;259;;22;;;;8806;cp;2016;5;11500
251;1;251;;263;45.002338;263;1834;2019-08-07 00:00:00;Ch;M;9;1;0.8;0.72;F;90;10;;RD;;260;;22;;;;8806;cp;2016;5;11500
252;1;252;;264;38.856102;264;1835;2019-08-07 00:00:00;Bc;D;19.1;1.2;0.7;1.6044;F;100;;;RD;;261;;22;;;;8806;cp;2016;5;11500
253;1;253;;265;42.200119;265;1836;2019-08-07 00:00:00;Bc;D;11.9;2;0.6;1.428;F;80;10;10;RD;;262;;22;;;;8806;cp;2016;5;11500
254;1;254;;266;42.925362;266;1837;2019-08-07 00:00:00;Bc;D;12.5;2.8;0.6;2.1;F;90;5;5;RD;;263;;22;;;;8806;cp;2016;5;11500
255;1;255;;267;40.938889;267;1838;2019-08-07 00:00:00;Bc;D;5.7;3.3;0.6;1.1286;F;95;;5;RD;;264;;22;;;;8806;cp;2016;5;11500
256;1;256;;268;45.763485;268;1839;2019-08-07 00:00:00;Bc;M;16.6;18.7;1.4;43.4588;Mo;80;10;10;RD;;265;;22;;;;8806;cp;2016;5;11500
257;1;257;;269;47.012653;269;1840;2019-08-07 00:00:00;Bc;M;3.5;3.3;0.8;0.924;F;70;20;10;RD;;266;;23;;;;8806;cp;2016;5;12000
258;1;258;;270;44.796906;270;1841;2019-08-07 00:00:00;Bc;M;7.2;30.7;0.8;17.6832;Mo;75;15;10;RD;;267;;23;;;;8806;cp;2016;5;12000
259;1;259;;271;47.527386;271;1842;2019-08-07 00:00:00;Bc;M;8;2.6;1.6;3.328;Mo;90;10;;RD;;268;;23;;;;8806;cp;2016;5;12000
260;1;260;;272;42.236286;272;1843;2019-08-07 00:00:00;Bc;M;4.1;2.6;1.1;1.1726;Mo;85;10;5;RD;;269;;23;;;;8806;cp;2016;5;12000
261;1;261;;273;48.31588;273;1844;2019-08-07 00:00:00;Ch;M;35;2;0.8;5.6;F;90;5;5;RG;;270;;23;;;;8806;cp;2016;5;12000
262;1;262;;274;44.74247;274;1845;2019-08-07 00:00:00;Ch;M;9.4;0.6;1.1;0.6204;F;80;20;;RG;;271;;23;;;;8806;cp;2016;5;12000
263;1;263;;275;43.716766;275;1846;2019-08-07 00:00:00;Bc;P;12.2;6.3;1.6;12.2976;Mo;80;10;10;RD;;272;;24;;;;8806;cp;2016;5;12500
264;1;264;;276;42.726368;276;1847;2019-08-07 00:00:00;Ch;P;19.2;1.1;0.6;1.2672;F;90;5;5;RD;;273;;24;;;;8806;cp;2016;5;12500
265;1;265;;277;47.754219;277;1848;2019-08-07 00:00:00;Ch;P;14;1.5;0.6;1.26;F;90;5;5;RD;;274;;24;;;;8806;cp;2016;5;12500
266;1;266;;278;46.43515;278;1849;2019-08-07 00:00:00;Bc;M;49.8;11;0.9;49.302;F;80;10;10;RD;;275;;24;;;;8806;cp;2016;5;12500
267;1;267;;279;43.094913;279;1850;2019-08-07 00:00:00;Bc;P;25.9;3.7;0.8;7.6664;F;80;10;10;RD;;276;;24;;;;8806;cp;2016;5;12500
268;1;268;;280;36.989075;280;1851;2019-08-07 00:00:00;Pl;D;14.4;3;1.1;4.752;F;90;5;5;RD;;277;;25;;;;8806;cp;2016;5;13000
269;1;269;;281;41.027935;281;1852;2019-08-07 00:00:00;Pl;D;6.8;12.9;0.6;5.2632;Mo;90;5;5;RD;;278;;25;;;;8806;cp;2016;5;13000
270;1;270;;282;39.95575;282;1853;2019-08-07 00:00:00;Bc;D;3.7;3.3;1;1.221;Mo;80;5;15;RG;;279;;25;;;;8806;cp;2016;5;13000
271;1;271;;283;39.837708;283;1854;2019-08-07 00:00:00;Pl;D;5.1;5.2;1.6;4.2432;Mo;70;10;20;RG;;280;;25;;;;8806;cp;2016;5;13000
272;1;272;;284;37.337814;284;1855;2019-08-07 00:00:00;Pl;D;11.7;3.2;1.3;4.8672;Mo;80;10;20;RG;;281;;25;;;;8806;cp;2016;5;13000
273;1;273;;285;37.417076;285;1856;2019-08-07 00:00:00;Bc;P;9.7;3.9;0.8;3.0264;F;80;10;10;RD;;282;;25;;;;8806;cp;2016;5;13000
274;1;274;;286;37.966179;286;1857;2019-08-07 00:00:00;Ch;M;6.4;2;1.2;1.536;F;80;10;10;RG;;283;;25;;;;8806;cp;2016;5;13000
275;1;275;;287;37.394485;287;1858;2019-08-07 00:00:00;Ch;M;8.4;4.5;1.4;5.292;F;75;10;15;RG;;284;;25;;;;8806;cp;2016;5;13000
276;1;276;;288;38.990494;288;1859;2019-08-07 00:00:00;Pl;D;8.4;1.2;0.6;0.6048;Mo;70;30;;RD;;285;;25;;;;8806;cp;2016;5;13000
277;1;277;;289;40.178566;289;1860;2019-08-07 00:00:00;Ch;M;18.3;1.6;0.6;1.7568;Mo;80;10;10;RD;;286;;26;;;;8806;cp;2016;5;13500
278;1;278;;290;38.105812;290;1862;2019-08-07 00:00:00;Bc;M;11.1;2.6;1;2.886;F;90;5;5;RG;;287;;26;;;;8806;cp;2016;5;13500
279;1;279;;291;39.615547;291;1861;2019-08-07 00:00:00;Bc;P;11.7;2.9;1.2;4.0716;F;80;10;10;RG;;288;;26;;;;8806;cp;2016;5;13500
280;1;280;;292;37.597504;292;1863;2019-08-07 00:00:00;Bc;M;21.9;3.9;0.6;5.1246;Mo;80;10;10;RG;;289;;26;;;;8806;cp;2016;5;13500
281;1;281;;293;43.107033;293;1864;2019-08-07 00:00:00;Ch;M;16.3;3.5;0.5;2.8525;F;70;25;5;RD;;290;;26;;;;8806;cp;2016;5;13500
282;1;282;;294;39.791214;294;1865;2019-08-07 00:00:00;Ch;D;10.6;7;0.8;5.936;F;85;10;5;RD;;291;;26;;;;8806;cp;2016;5;13500
283;1;283;;295;38.653557;295;1866;2019-08-07 00:00:00;Bc;D;52.3;31.7;1.1;182.3701;E;80;15;5;C;;292;;26;;;;8806;cp;2016;5;13500
284;1;284;;296;42.314949;296;1867;2019-08-07 00:00:00;Bc;D;29;28.8;0.9;75.168;F;85;10;5;C;;293;;26;;;;8806;cp;2016;5;13500
285;1;285;;297;40.590721;297;1868;2019-08-07 00:00:00;Bc;D;35.7;10.3;0.8;29.4168;F;85;10;5;C;;294;;26;;;;8806;cp;2016;5;13500
286;1;286;;298;40.397568;298;1869;2019-08-07 00:00:00;Bc;D;20.5;12.9;1.1;29.0895;F;90;5;5;C;;295;;26;;;;8806;cp;2016;5;13500
287;1;287;;299;40.205772;299;1870;2019-08-07 00:00:00;Bc;D;13;26.6;0.7;24.206;F;80;10;10;C;;296;;26;;;;8806;cp;2016;5;13500
288;1;288;;300;40.452293;300;1871;2019-08-07 00:00:00;Bc;D;17.3;7.8;1;13.494;F;80;15;5;C;;297;;27;;;;8806;cp;2016;5;14000
289;1;289;;301;39.756699;301;1872;2019-08-07 00:00:00;Bc;D;1.4;10.7;0.3;0.4494;Mo;60;40;;C;;298;;27;;;;8806;cp;2016;5;14000
290;1;290;;302;39.710213;302;1873;2019-08-07 00:00:00;Bc;D;43.6;6.2;1;27.032;Mo;85;10;5;C;;299;;27;;;;8806;cp;2016;5;14000
291;1;291;;303;40.533756;303;1874;2019-08-07 00:00:00;Bc;D;8;4.7;0.3;1.128;F;80;10;10;RG;;300;;26;;;;8806;cp;2016;5;13500
292;1;292;;304;41.805931;304;1875;2019-08-07 00:00:00;Pl;D;6.2;2.1;0.5;0.651;F;100;;;RG;;301;;26;;;;8806;cp;2016;5;13500
293;1;293;;305;41.534847;305;1876;2019-08-07 00:00:00;Pl;D;14.4;3.9;0.7;3.9312;Mo;95;;5;RG;;302;;26;;;;8806;cp;2016;5;13500
294;1;294;;306;40.897247;306;1877;2019-08-07 00:00:00;Pl;D;8.5;5.4;0.8;3.672;Mo;80;15;5;RG;;303;;27;;;;8806;cp;2016;5;14000
295;1;295;;307;39.589882;307;1878;2019-08-07 00:00:00;Bc;D;5.6;1.5;0.6;0.504;F;100;;;RG;;304;;27;;;;8806;cp;2016;5;14000
296;1;296;;310;39.447357;310;1881;2019-08-07 00:00:00;Bc;D;9.2;21;1.1;21.252;Mo;80;10;10;RG;;307;;27;;;;8806;cp;2016;5;14000
297;1;297;;311;37.108562;311;1882;2019-08-07 00:00:00;Bc;D;18.6;3.5;0.7;4.557;F;95;;5;RG;;308;;27;;;;8806;cp;2016;5;14000
298;1;298;;312;40.128239;312;1883;2019-08-07 00:00:00;Bc;D;17.3;7.7;0.9;11.9889;Mo;80;10;10;RG;;309;;27;;;;8806;cp;2016;5;14000
299;1;299;;313;38.868942;313;1884;2019-08-07 00:00:00;Bc;D;21.8;6;0.7;9.156;F;80;10;10;C;;310;;27;;;;8806;cp;2016;5;14000
300;1;300;;314;37.48061;314;1885;2019-08-07 00:00:00;Bc;D;4.2;11.8;0.6;2.9736;Mo;80;15;5;C;;311;;27;;;;8806;cp;2016;5;14000
301;1;301;;315;41.032627;315;1886;2019-08-07 00:00:00;Bc;D;7.2;1.6;0.5;0.576;F;95;;5;C;;312;;27;;;;8806;cp;2016;5;14000
302;1;302;;316;37.70826;316;1887;2019-08-07 00:00:00;Bc;D;17.5;6;1.1;11.55;E;80;15;5;RD;;313;;27;;;;8806;cp;2016;5;14000
303;1;303;;317;40.636261;317;1888;2019-08-07 00:00:00;Ch;D;13.3;4.8;0.8;5.1072;Mo;90;5;5;RD;;314;;27;;;;8806;cp;2016;5;14000
304;1;304;;318;38.255142;318;1889;2019-08-07 00:00:00;Ch;M;11.9;1;0.4;0.476;F;80;10;10;RD;;315;;27;;;;8806;cp;2016;5;14000
305;1;305;;319;40.271122;319;1890;2019-08-07 00:00:00;Bc;M;11;5.5;0.6;3.63;F;85;10;5;RD;;316;;27;;;;8806;cp;2016;5;14000
306;1;306;;320;42.538414;320;1891;2019-08-07 00:00:00;Bc;D;7.8;4.2;0.5;1.638;F;80;20;;RD;;317;;27;;;;8806;cp;2016;5;14000
307;1;307;;321;35.967014;321;;2019-08-07 00:00:00;Pl;D;14.5;1.5;1;2.175;F;95;5;;RD;;318;;28;;;;8806;cp;2016;5;14500
308;1;308;;322;35.538483;322;1892;2019-08-07 00:00:00;Ch;D;7.7;7.4;1.4;7.9772;F;80;10;10;RD;;319;;28;;;;8806;cp;2016;5;14500
309;1;309;;323;37.673775;323;1893;2019-08-07 00:00:00;Ch;M;31.2;6.7;1.4;29.2656;E;80;10;10;RD;;320;;28;;;;8806;cp;2016;5;14500
310;1;310;;324;38.325623;324;1894;2019-08-07 00:00:00;Bc;D;10.9;6.4;1.8;12.5568;E;90;5;5;RD;;321;;28;;;;8806;cp;2016;5;14500
311;1;311;;325;37.730347;325;1895;2019-08-07 00:00:00;Pl;M;17.3;7.2;1.7;21.1752;Mo;70;20;10;RD;;322;;28;;;;8806;cp;2016;5;14500
312;1;312;;326;34.537746;326;1896;2019-08-07 00:00:00;Ch;D;12.5;1;0.5;0.625;F;100;;;RG;;323;;30;;;;8806;cp;2016;5;15500
