OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;Volume;Volume_Formule;longueur;largeur;hauteur;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
258;1;257;;;;;2022/07/20 12:22:33.000;"{""Ch""}";15;M;1200.5;#VALEUR!;34.3;10;3.5;3;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
259;1;258;;;;;2022/07/20 12:25:21.000;"{""Bc""}";20;M;1833;#VALEUR!;37.6;12.5;3.9;3;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
260;1;259;;;;;2022/07/20 12:28:08.000;"{""Ch""}";10;D;78.88;#VALEUR!;14.5;3.2;1.7;1;75;15;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
261;1;260;;;;;2022/07/20 12:30:18.000;"{""Ch""}";3;P;31.35;#VALEUR!;9.5;3.3;1;1;40;20;40;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
262;1;261;;;;;2022/07/20 12:33:08.000;"{""Ch""}";2;M;86.1;#VALEUR!;12.3;3.5;2;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
263;1;262;;;;;2022/07/20 12:41:20.000;"{""Bc""}";;P;39.375;#VALEUR!;17.5;1.5;1.5;2;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
264;1;263;;;;;2022/07/20 12:43:33.000;"{""Bc""}";;M;221.34;#VALEUR!;12.4;5.1;3.5;3;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
265;1;264;;;;;2022/07/20 12:46:15.000;"{""Bc""}";;M;48.64;#VALEUR!;9.5;3.2;1.6;1;80;5;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
266;1;265;;;;;2022/07/20 12:48:29.000;"{""Pl""}";;M;219.232;#VALEUR!;22.1;6.2;1.6;2;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
267;1;266;;;;;2022/07/20 12:50:47.000;"{""Ch""}";35;M;1801.53;#VALEUR!;54.1;11.1;3;3;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
268;1;267;;;;;2022/07/20 12:58:39.000;"{""Bc""}";10;M;1019.52;#VALEUR!;35.4;12;2.4;2;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
269;1;268;;;;;2022/07/20 13:01:31.000;"{""Bc""}";15;M;45.6;#VALEUR!;9.5;6;0.8;1;95;;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
270;1;269;;;;;2022/07/20 13:04:17.000;"{""Ch""}";10;M;301.444;#VALEUR!;44.2;6.2;1.1;1;50;35;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
271;1;270;;;;;2022/07/20 13:13:23.000;"{""Ch""}";7;M;24.32;#VALEUR!;15.2;3.2;0.5;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
272;1;271;;;;;2022/07/20 13:15:50.000;"{""Ch""}";7;M;64.8;#VALEUR!;13.5;3.2;1.5;1;50;35;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
273;1;272;;;;;2022/07/20 13:21:22.000;"{""Ch""}";2;M;7795.2;#VALEUR!;174;16;2.8;3;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
274;1;273;;;;;2022/07/20 13:27:30.000;"{""Ch""}";;M;243.504;#VALEUR!;35.6;3.8;1.8;2;50;35;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
275;1;274;;;;;2022/07/20 13:38:20.000;"{""Ch""}";3;D;524.244;#VALEUR!;31.6;7.9;2.1;2;85;15;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
276;1;275;;;;;2022/07/20 13:43:28.000;"{""Ch""}";1;D;20.16;#VALEUR!;8.4;2.4;1;1;85;5;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
277;1;276;;;;;2022/07/20 13:45:24.000;"{""Ch""}";2;D;50.958;#VALEUR!;14.9;3.8;0.9;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
278;1;277;;;;;2022/07/20 13:46:35.000;"{""Ch""}";7;M;57.552;#VALEUR!;10.9;3.3;1.6;2;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
279;1;278;;;;;2022/07/20 13:49:01.000;"{""Pl""}";2;D;11.5;#VALEUR!;4.6;2.5;1;2;75;20;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
280;1;279;;;;;2022/07/20 13:51:11.000;"{""Ch""}";8;D;26;#VALEUR!;6.5;5;0.8;2;40;50;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
281;1;280;;;;;2022/07/20 13:53:26.000;"{""Ch""}";9;M;1488;#VALEUR!;120;6.2;2;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
282;1;281;;;;;2022/07/20 13:57:07.000;"{""Ch""}";8;D;105.3;#VALEUR!;13;4.5;1.8;1;70;25;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
283;1;282;;;;;2022/07/20 13:59:16.000;"{""Ch""}";15;M;533.75;#VALEUR!;30.5;7;2.5;1;65;20;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
284;1;283;;;;;2022/07/20 14:01:50.000;"{""Ch""}";25;M;209;#VALEUR!;15.2;5.5;2.5;1;60;25;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
285;1;284;;;;;2022/07/20 14:03:42.000;"{""Ch""}";10;M;6;#VALEUR!;3;2.5;0.8;1;70;20;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
286;1;285;;;;;2022/07/20 14:05:18.000;"{""Ch""}";5;D;180.9;#VALEUR!;20.1;4.5;2;3;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
287;1;286;;;;;2022/07/20 14:11:34.000;"{""Ch""}";3;D;953.988;#VALEUR!;55.4;8.2;2.1;2;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
288;1;287;;;;;2022/07/20 14:14:14.000;"{""Ch""}";7;P;25;#VALEUR!;12.5;2;1;1;80;15;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
289;1;288;;;;;2022/07/20 14:17:56.000;"{""Ch""}";;M;74.493;#VALEUR!;26.7;3.1;0.9;1;75;20;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
290;1;289;;;;;2022/07/20 14:20:47.000;"{""Pl""}";;D;94.446;#VALEUR!;10.6;8.1;1.1;3;85;15;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
291;1;290;;;;;2022/07/20 14:24:34.000;"{""Ch""}";5;M;166.69;#VALEUR!;21.1;7.9;1;1;75;25;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
292;1;291;;;;;2022/07/20 14:27:22.000;"{""Pl""}";;M;309.4;#VALEUR!;23.8;6.5;2;2;65;30;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
293;1;292;;;;;2022/07/20 14:29:55.000;"{""Pl""}";1;D;359.52;#VALEUR!;74.9;4.8;1;2;85;15;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
294;1;293;;;;;2022/07/20 14:40:51.000;"{""Ch""}";1;D;4.5;#VALEUR!;6;1.5;0.5;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
295;1;294;;;;;2022/07/20 14:42:01.000;"{""Ch""}";1;D;15.6;#VALEUR!;13;1.5;0.8;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
296;1;295;;;;;2022/07/20 14:43:01.000;"{""Ch""}";3;M;63.225;#VALEUR!;28.1;2.5;0.9;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
297;1;296;;;;;2022/07/20 14:45:07.000;"{""Ch""}";3;D;41;#VALEUR!;12.5;4.1;0.8;1;90;;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
298;1;297;;;;;2022/07/20 14:46:31.000;"{""Ch""}";8;M;1281.375;#VALEUR!;60.3;8.5;2.5;3;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
299;1;298;;;;;2022/07/20 14:48:26.000;"{""Ch""}";5;M;454.755;#VALEUR!;30.5;7.1;2.1;3;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
300;1;299;;;;;2022/07/20 14:49:42.000;"{""Ch""}";3;M;237.5;#VALEUR!;95;2.5;1;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;8806;cp;2016;5;34500
301;1;300;;;;;2022/07/20 14:53:13.000;"{""Ch""}";10;P;185.25;#VALEUR!;19;6.5;1.5;1;60;15;25;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
302;1;301;;;;;2022/07/20 14:54:48.000;"{""Ch""}";7;M;28.75;#VALEUR!;11.5;2.5;1;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
303;1;302;;;;;2022/07/20 14:56:15.000;"{""Ch""}";2;M;110.7;#VALEUR!;13.5;4.1;2;1;85;15;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
304;1;303;;;;;2022/07/20 14:58:07.000;"{""Ch""}";2;D;83.64;#VALEUR!;20.4;4.1;1;1;95;;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
305;1;304;;;;;2022/07/20 15:05:49.000;"{""Ch""}";5;D;260;#VALEUR!;80;6.5;0.5;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
306;1;305;;;;;2022/07/20 15:07:34.000;"{""Ch""}";3;P;15.552;#VALEUR!;8.1;2.4;0.8;1;80;5;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
307;1;306;;;;;2022/07/20 15:11:05.000;"{""Ch""}";;D;43.432;#VALEUR!;17.8;6.1;0.4;2;80;20;;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
308;1;307;;;;;2022/07/20 15:16:20.000;"{""Ch""}";5;D;26.6;#VALEUR!;9.5;3.5;0.8;1;50;25;25;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
309;1;308;;;;;2022/07/20 15:18:51.000;"{""Ch""}";3;D;86.02;#VALEUR!;25.3;3.4;1;1;85;5;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;8806;cp;2016;5;35000
310;1;309;;;;;2022/07/20 15:20:38.000;"{""Ch""}";15;M;87.75;#VALEUR!;13;4.5;1.5;1;60;30;10;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;8806;cp;2016;5;35500
311;1;310;;;;;2022/07/20 15:22:46.000;"{""Ch""}";3;P;14.4;#VALEUR!;7.2;2.5;0.8;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;8806;cp;2016;5;35500
312;1;311;;;;;2022/07/20 15:24:29.000;"{""Ch""}";2;D;4.1;#VALEUR!;4.1;2;0.5;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;8806;cp;2016;5;35500
313;1;312;;;;;2022/07/20 15:26:19.000;"{""Ch""}";3;P;67.32;#VALEUR!;18.7;3.6;1;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;8806;cp;2016;5;35500
314;1;313;;;;;2022/07/20 15:28:44.000;"{""Ch""}";3;M;4.65;#VALEUR!;6.2;1.5;0.5;1;100;;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;8806;cp;2016;5;35500
315;1;314;;;;;2022/07/20 15:29:34.000;"{""Ch""}";3;D;8.52;#VALEUR!;7.1;1.5;0.8;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;8806;cp;2016;5;35500
316;1;315;;;;;2022/07/20 15:32:15.000;"{""Ch""}";7;M;188.734;#VALEUR!;18.2;6.1;1.7;2;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
317;1;316;;;;;2022/07/20 15:33:16.000;"{""Ch""}";3;M;74.48;#VALEUR!;11.2;3.5;1.9;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
318;1;317;;;;;2022/07/20 15:35:51.000;"{""Ch""}";4;P;13.75;#VALEUR!;5.5;2.5;1;1;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
319;1;318;;;;;2022/07/20 15:37:17.000;"{""Ch""}";8;M;464.778;#VALEUR!;30.2;8.1;1.9;3;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
320;1;319;;;;;2022/07/20 15:39:06.000;"{""Ch""}";5;D;164.934;#VALEUR!;15.4;5.1;2.1;2;80;5;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
321;1;320;;;;;2022/07/20 15:40:35.000;"{""Ch""}";50;M;16800;#VALEUR!;160;30;3.5;3;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
322;1;321;;;;;2022/07/20 15:44:06.000;"{""Ch""}";25;M;1219.04;#VALEUR!;80.2;8;1.9;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;;;;8806;cp;2016;5;36000
323;1;322;;;;;2022/07/20 15:45:39.000;"{""Ch""}";40;M;3457.728;#VALEUR!;55.2;26.1;2.4;3;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
324;1;323;;;;;2022/07/20 15:53:17.000;"{""Ch""}";3;D;48.75;#VALEUR!;6.5;5;1.5;1;100;;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
325;1;324;;;;;2022/07/20 15:55:07.000;"{""Pl""}";;D;197.6;#VALEUR!;20;5.2;1.9;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
326;1;325;;;;;2022/07/20 15:56:11.000;"{""Ch""}";2;D;271.908;#VALEUR!;18.2;8.3;1.8;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
327;1;326;;;;;2022/07/20 15:59:34.000;"{""Ch""}";;D;4;#VALEUR!;5;0.8;1;1;85;10;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
328;1;327;;;;;2022/07/20 16:01:36.000;"{""Pl""}";5;D;127.215;#VALEUR!;25.7;4.5;1.1;1;55;35;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
329;1;328;;;;;2022/07/20 16:04:15.000;"{""Ch""}";3;M;13.635;#VALEUR!;10.1;1.5;0.9;1;80;;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;;8806;cp;2016;5;36500
330;1;329;;;;;2022/07/20 16:10:14.000;"{""Pl""}";1;M;69.615;#VALEUR!;9.1;5.1;1.5;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;;;;8806;cp;2016;5;37000
331;1;330;;;;;2022/07/20 16:12:11.000;{};10;M;23;#VALEUR!;9.2;5;0.5;1;75;10;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73;;;;8806;cp;2016;5;37000
332;1;331;;;;;2022/07/21 08:56:36.000;"{""Ch""}";5;M;5002.704;#VALEUR!;141.8;19.6;1.8;2;60;20;20;"{""RD"".""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
333;1;332;;;;;2022/07/21 08:59:55.000;"{""Pl""}";;D;264.264;#VALEUR!;15.4;7.8;2.2;3;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
334;1;333;;;;;2022/07/21 09:02:37.000;"{""Pl""}";;D;2.688;#VALEUR!;8.4;0.8;0.4;1;95;5;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
335;1;334;;;;;2022/07/21 09:05:13.000;"{""Pl""}";3;D;57.76;#VALEUR!;9.5;3.2;1.9;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
336;1;335;;;;;2022/07/21 09:06:58.000;"{""Ch""}";5;M;616.896;#VALEUR!;23.8;8.1;3.2;3;60;25;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
337;1;336;;;;;2022/07/21 09:09:30.000;"{""Ch""}";10;M;591.6;#VALEUR!;34.8;8.5;2;3;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
338;1;337;;;;;2022/07/21 09:15:34.000;"{""Ch""}";5;P;54.81;#VALEUR!;20.3;1.5;1.8;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
339;1;338;;;;;2022/07/21 09:22:38.000;"{""Ch""}";3;M;34.2;#VALEUR!;19;1.8;1;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
340;1;339;;;;;2022/07/21 09:24:31.000;"{""Ch""}";15;M;2734.081;#VALEUR!;42.7;33.7;1.9;2;65;20;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
341;1;340;;;;;2022/07/21 09:29:38.000;"{""Pl""}";;M;95.94;#VALEUR!;20.5;3.9;1.2;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
342;1;341;;;;;2022/07/21 09:32:08.000;"{""Pl""}";;D;7112.6;#VALEUR!;58.3;61;2;2;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
343;1;342;;;;;2022/07/21 09:37:15.000;"{""Pl""}";;M;2173.5;#VALEUR!;48.3;30;1.5;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
344;1;343;;;;;2022/07/21 09:41:14.000;"{""Bc""}";20;D;66.304;#VALEUR!;14.8;2.8;1.6;2;50;30;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
345;1;344;;;;;2022/07/21 09:44:01.000;"{""Ch""}";4;M;704.34;#VALEUR!;21.5;15.6;2.1;2;60;25;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
346;1;345;;;;;2022/07/21 09:47:22.000;"{""Ch""}";15;M;230.076;#VALEUR!;24.9;7.7;1.2;1;50;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
347;1;346;;;;;2022/07/21 09:49:58.000;"{""Pl""}";10;M;343.035;#VALEUR!;23.1;16.5;0.9;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
