OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;Volume;Volume_Formule;longueur;largeur;hauteur;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;hauteur_2;longueur_2;largeur_2;Equipe;Nb_boites;hauteur_3;longueur_3;largeur_3;hauteur_4;longueur_4;largeur_4;hauteur_5;longueur_5;largeur_5;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
78;1;77;;;;;2022/07/18 15:40:29.000;"{""Pl""}";;M;14.16;#VALEUR!;11.8;1.5;0.8;1;70;15;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;8806;cp;2016;5;25000
79;1;78;;;;;2022/07/18 15:53:21.000;"{""Ch""}";5;P;11.475;#VALEUR!;8.5;2.7;0.5;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
80;1;79;;;;;2022/07/18 15:57:50.000;"{""Ch""}";1;P;7.25;#VALEUR!;2.9;2.5;1;1;50;30;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
81;1;80;;;;;2022/07/18 16:00:14.000;"{""Ch""}";1;P;41.3;#VALEUR!;11.8;2.5;1.4;1;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
82;1;81;;;;;2022/07/18 16:02:06.000;"{""Ch""}";3;P;36.975;#VALEUR!;14.5;1.7;1.5;1;90;;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
83;1;82;;;;;2022/07/18 16:05:00.000;"{""Ch""}";10;P;36.3;#VALEUR!;12.1;1.5;2;2;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
84;1;83;;;;;2022/07/18 16:07:45.000;"{""Ch""}";1;P;72.45;#VALEUR!;21;1.5;2.3;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
85;1;84;;;;;2022/07/18 16:10:28.000;"{""Ch""}";5;M;51.975;#VALEUR!;16.5;2.1;1.5;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;8806;cp;2016;5;25500
86;1;85;;;;;2022/07/18 16:13:48.000;"{""Bc""}";3;D;12.48;#VALEUR!;6.4;1.5;1.3;1;80;20;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
87;1;86;;;;;2022/07/18 16:15:28.000;"{""Ch""}";5;M;58.9;#VALEUR!;15.5;1.9;2;1;70;30;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
88;1;87;;;;;2022/07/18 16:16:39.000;"{""Ch""}";3;M;40.755;#VALEUR!;14.3;1.5;1.9;2;70;30;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
89;1;88;;;;;2022/07/18 16:18:58.000;"{""Ch""}";1;P;42.48;#VALEUR!;11.8;2.4;1.5;1;70;25;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
90;1;89;;;;;2022/07/18 16:20:20.000;"{""Ch""}";1;P;16.065;#VALEUR!;5.1;2.1;1.5;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
91;1;90;;;;;2022/07/18 16:21:29.000;"{""Ch""}";1;M;14.82;#VALEUR!;7.8;1.9;1;1;70;15;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
92;1;91;;;;;2022/07/18 16:22:51.000;"{""Ch""}";5;D;10.664;#VALEUR!;4.3;3.1;0.8;2;90;10;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
93;1;92;;;;;2022/07/18 16:25:45.000;"{""Ch""}";1;P;12;#VALEUR!;7.5;0.8;2;2;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;8806;cp;2016;5;26000
94;1;93;;;;;2022/07/18 16:28:04.000;"{""Ch""}";1;M;0;0;;;;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
95;1;94;;;;;2022/07/18 16:29:53.000;"{""Ch""}";1;P;2.64;#VALEUR!;4.8;1.1;0.5;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
96;1;95;;;;;2022/07/18 16:33:53.000;"{""Ch""}";5;M;34.875;#VALEUR!;7.5;3.1;1.5;1;50;50;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
97;1;96;;;;;2022/07/18 16:37:08.000;"{""Ch""}";10;M;717.706;#VALEUR!;37.4;10.1;1.9;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
98;1;97;;;;;2022/07/18 16:39:25.000;"{""Ch""}";5;M;267.732;#VALEUR!;22.2;6.7;1.8;2;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
99;1;98;;;;;2022/07/18 16:43:16.000;"{""Ch""}";1;P;9.6;#VALEUR!;6.4;1;1.5;1;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
100;1;99;;;;;2022/07/18 16:46:02.000;"{""Pl""}";;M;33.264;#VALEUR!;12.6;2.4;1.1;1;95;5;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;;;;8806;cp;2016;5;26500
101;1;100;;;;;2022/07/19 14:03:54.000;"{""Ch""}";3;M;5.22;#VALEUR!;8.7;1.2;0.5;3;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
102;1;101;;;;;2022/07/19 14:07:46.000;"{""Pl""}";;P;68.486;#VALEUR!;28.3;2.2;1.1;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
103;1;102;;;;;2022/07/19 14:14:05.000;"{""Pl""}";;M;51.04;#VALEUR!;14.5;4.4;0.8;1;90;10;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
104;1;103;;;;;2022/07/19 14:18:57.000;"{""Ch""}";5;M;3487.5;#VALEUR!;155;9;2.5;2;60;25;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
105;1;104;;;;;2022/07/19 14:32:29.000;"{""Ch""}";1;M;26.775;#VALEUR!;5.1;3.5;1.5;2;40;30;30;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
106;1;105;;;;;2022/07/19 14:34:26.000;"{""Pl""}";1;M;684.75;#VALEUR!;49.8;5.5;2.5;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
107;1;106;;;;;2022/07/19 14:38:32.000;"{""Ch""}";1;P;12.75;#VALEUR!;8.5;1.5;1;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
108;1;107;;;;;2022/07/19 14:43:15.000;"{""Bc""}";5;M;76.68;#VALEUR!;21.3;4.5;0.8;1;85;10;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
109;1;108;;;;;2022/07/19 14:46:46.000;"{""Bc""}";20;M;2613.546;#VALEUR!;70.2;21.9;1.7;2;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
110;1;109;;;;;2022/07/19 15:05:06.000;"{""Ch""}";5;P;91.02;#VALEUR!;16.4;3.7;1.5;2;60;25;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
111;1;110;;;;;2022/07/19 15:07:43.000;"{""Bc""}";1;M;50.75;#VALEUR!;20.3;2.5;1;1;85;10;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
112;1;111;;;;;2022/07/19 15:09:17.000;"{""Ch""}";5;M;46.25;#VALEUR!;2.5;18.5;1;2;60;35;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
113;1;112;;;;;2022/07/19 15:13:05.000;"{""Ch""}";2;M;474.936;#VALEUR!;25.7;8.8;2.1;3;60;35;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
114;1;113;;;;;2022/07/19 15:16:12.000;"{""Ch""}";15;M;167.076;#VALEUR!;18.2;5.1;1.8;3;55;40;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
115;1;114;;;;;2022/07/19 15:19:05.000;"{""Ch""}";3;M;27.75;#VALEUR!;11.1;2.5;1;1;80;15;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
116;1;115;;;;;2022/07/19 15:23:01.000;"{""Ch""}";1;M;40.59;#VALEUR!;12.3;2.2;1.5;2;85;10;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
117;1;116;;;;;2022/07/19 15:24:42.000;"{""Ch""}";3;P;143.208;#VALEUR!;15.6;5.4;1.7;3;45;40;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
118;1;117;;;;;2022/07/19 15:30:53.000;"{""Ch""}";10;P;146.328;#VALEUR!;20.1;5.2;1.4;2;45;40;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
119;1;118;;;;;2022/07/19 15:34:24.000;"{""Ch""}";2;D;12.04;#VALEUR!;17.2;1.4;0.5;1;85;10;5;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
120;1;119;;;;;2022/07/19 15:37:09.000;"{""Pl""}";1;P;43.5;#VALEUR!;14.5;2;1.5;1;85;5;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
121;1;120;;;;;2022/07/19 15:41:23.000;"{""Ch""}";1;D;61.44;#VALEUR!;25.6;2.4;1;1;95;;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
122;1;121;;;;;2022/07/19 15:50:07.000;"{""Ch""}";1;M;2062.944;#VALEUR!;30.4;23.4;2.9;3;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;;8806;cp;2016;5;27000
123;1;122;;;;;2022/07/19 16:17:13.000;"{""Pl""}";;D;200.256;#VALEUR!;14.9;5.6;2.4;2;70;15;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
124;1;123;;;;;2022/07/19 16:19:12.000;"{""Ch""}";1;D;189.54;#VALEUR!;23.4;4.5;1.8;2;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
125;1;124;;;;;2022/07/19 16:20:59.000;"{""Ch""}";3;P;18.6;#VALEUR!;12.4;1.5;1;1;80;15;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
126;1;125;;;;;2022/07/19 16:23:41.000;"{""Ch""}";1;P;23.1;#VALEUR!;15.4;1.5;1;1;85;5;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
127;1;126;;;;;2022/07/19 16:26:03.000;"{""Ch""}";1;M;31.92;#VALEUR!;11.2;1.9;1.5;1;80;;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
128;1;127;;;;;2022/07/19 16:27:07.000;"{""Ch""}";5;P;18.48;#VALEUR!;11.2;1.5;1.1;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
129;1;128;;;;;2022/07/19 16:33:14.000;"{""Ch""}";5;M;16.47;#VALEUR!;12.2;1.5;0.9;1;80;10;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
130;1;129;;;;;2022/07/19 16:35:09.000;"{""Ch""}";5;P;79.515;#VALEUR!;13.5;3.1;1.9;1;50;25;25;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
131;1;130;;;;;2022/07/19 16:36:24.000;"{""Ch""}";8;M;96.57;#VALEUR!;18.5;2.9;1.8;1;80;10;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
132;1;131;;;;;2022/07/19 16:37:56.000;"{""Ch""}";3;M;36.3;#VALEUR!;12.1;2;1.5;1;75;10;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;;;;8806;cp;2016;5;27500
133;1;132;;;;;2022/07/19 16:39:26.000;"{""Ch""}";1;M;16.2;#VALEUR!;9;1.5;1.2;2;40;50;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
134;1;133;;;;;2022/07/19 16:41:06.000;"{""Ch""}";10;M;33.075;#VALEUR!;10.5;2.1;1.5;2;75;15;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
135;1;134;;;;;2022/07/19 16:42:26.000;"{""Ch""}";25;P;75.48;#VALEUR!;14.8;3.4;1.5;1;70;20;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
136;1;135;;;;;2022/07/19 16:44:56.000;"{""Ch""}";40;M;248.577;#VALEUR!;26.7;4.9;1.9;2;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
137;1;136;;;;;2022/07/19 16:46:35.000;"{""Ch""}";3;P;12.16;#VALEUR!;6.4;1.9;1;1;50;40;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
138;1;137;;;;;2022/07/19 16:48:51.000;"{""Ch""}";1;P;25.515;#VALEUR!;13.5;2.1;0.9;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
139;1;138;;;;;2022/07/19 16:50:20.000;"{""Ch""}";3;P;48.15;#VALEUR!;10.7;2.5;1.8;2;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
140;1;139;;;;;2022/07/19 16:51:42.000;"{""Ch""}";5;P;39.27;#VALEUR!;18.7;2.1;1;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
141;1;140;;;;;2022/07/19 16:52:33.000;"{""Ch""}";1;M;29.16;#VALEUR!;8.1;2;1.8;1;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;;;;8806;cp;2016;5;28000
142;1;141;;;;;2022/07/19 16:54:07.000;"{""Ch""}";5;M;171.36;#VALEUR!;22.4;4.5;1.7;3;60;25;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
143;1;142;;;;;2022/07/19 16:55:54.000;"{""Ch""}";1;P;11.7;#VALEUR!;6.5;1.2;1.5;1;70;15;15;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
144;1;143;;;;;2022/07/19 16:59:12.000;"{""Ch""}";3;D;9;#VALEUR!;7.5;1.5;0.8;1;90;5;5;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
145;1;144;;;;;2022/07/19 17:02:00.000;"{""Pl""}";;P;18.375;#VALEUR!;4.9;2.5;1.5;1;50;35;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
146;1;145;;;;;2022/07/19 17:04:58.000;"{""Pl""}";;P;11.5;#VALEUR!;9.2;2.5;0.5;1;60;20;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
147;1;146;;;;;2022/07/19 17:06:44.000;"{""Ch""}";;M;6.75;#VALEUR!;7.5;1.8;0.5;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
148;1;147;;;;;2022/07/19 17:11:05.000;"{""Ch""}";20;D;61.95;#VALEUR!;10.5;5.9;1;1;95;5;;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
149;1;148;;;;;2022/07/19 17:13:57.000;"{""Ch""}";15;M;4854.4;#VALEUR!;151.7;10;3.2;3;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
150;1;149;;;;;2022/07/19 17:20:07.000;"{""Ch""}";15;M;42.84;#VALEUR!;6.8;3.5;1.8;1;60;20;20;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;;8806;cp;2016;5;28500
151;1;150;;;;;2022/07/19 17:24:41.000;"{""Ch""}";5;M;4.275;#VALEUR!;4.5;1.9;0.5;2;40;40;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
152;1;151;;;;;2022/07/19 17:27:22.000;"{""Ch""}";5;M;9.375;#VALEUR!;12.5;2.5;0.3;1;25;60;15;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
153;1;152;;;;;2022/07/19 17:29:46.000;"{""Pl""}";;D;310.758;#VALEUR!;15.1;9.8;2.1;3;70;20;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
154;1;153;;;;;2022/07/19 17:32:35.000;"{""Ch""}";1;P;26.86;#VALEUR!;7.9;3.4;1;1;40;30;30;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
155;1;154;;;;;2022/07/19 17:34:54.000;"{""Pl""}";1;D;2.75;#VALEUR!;5.5;1;0.5;1;40;30;30;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
156;1;155;;;;;2022/07/19 17:36:00.000;"{""Ch""}";1;D;7.875;#VALEUR!;7.5;2.1;0.5;1;60;30;10;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
157;1;156;;;;;2022/07/19 17:37:50.000;"{""Ch""}";1;P;123.606;#VALEUR!;65.4;2.1;0.9;1;30;50;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
158;1;157;;;;;2022/07/19 17:39:33.000;"{""Ch""}";1;M;8.82;#VALEUR!;12.6;1.4;0.5;1;80;20;;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
159;1;158;;;;;2022/07/19 17:41:05.000;"{""Ch""}";3;M;64.35;#VALEUR!;14.3;2.5;1.8;2;70;10;20;"{""RG""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
160;1;159;;;;;2022/07/19 17:45:28.000;"{""Pl""}";1;M;327.726;#VALEUR!;15.3;10.2;2.1;3;80;20;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
161;1;160;;;;;2022/07/19 17:47:50.000;"{""Pl""}";;M;154.128;#VALEUR!;15.6;5.2;1.9;3;80;20;;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
162;1;161;;;;;2022/07/19 17:52:18.000;"{""Pl""}";;M;65.1;#VALEUR!;10.5;3.1;2;2;70;10;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
163;1;162;;;;;2022/07/19 17:54:34.000;"{""Ch""}";10;D;73.44;#VALEUR!;13.5;3.2;1.7;2;30;60;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
164;1;163;;;;;2022/07/19 17:56:23.000;"{""Ch""}";5;D;16.38;#VALEUR!;9.1;1.5;1.2;1;60;30;10;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
165;1;164;;;;;2022/07/19 17:59:25.000;"{""Bc""}";10;P;12.6;#VALEUR!;10.5;1.5;0.8;1;80;5;15;"{""C""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
166;1;165;;;;;2022/07/19 18:01:34.000;"{""Ch""}";1;P;43.296;#VALEUR!;16.4;2.2;1.2;1;60;20;20;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
167;1;166;;;;;2022/07/19 18:04:26.000;"{""Ch""}";1;D;43.659;#VALEUR!;18.9;2.1;1.1;2;80;15;5;"{""RD""}";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;8806;cp;2016;5;29000
